cluster_id,family,pair_count,node_count,validation_node_count,train_node_count,minimum_id_distance,lexical_min_sample_id,selected_pair_count,selected_pair_ids,selection_rule,pair_is_original_candidate_graph_edge_count,endpoints_in_same_reviewed_component_count,one_or_more_endpoint_in_reviewed_component_count,neither_endpoint_in_reviewed_component_count,selected_pair_is_original_candidate_graph_edge_count,selected_endpoints_in_same_reviewed_component_count,selected_one_or_more_endpoint_in_reviewed_component_count,selected_neither_endpoint_in_reviewed_component_count,preliminary_label,codex_confidence,human_review_priority,high_priority,requires_human_confirmation,preliminary_automated_triage_only,minimum_selected_resized_rgb_mae,overview_png,pair_review_pdf
fpc_0011,frame,1,2,1,1,1,frame_01112,1,fp_0011,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,13.843125,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0011_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0011_pair_review.pdf
fpc_0012,frame,2,3,2,1,1,frame_01167,2,fp_0012|fp_0028,all pairs selected because cluster pair_count <= 10,0,0,1,1,0,0,1,1,adjacent_or_near_identical,medium,1,yes,YES,YES,9.854584,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0012_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0012_pair_review.pdf
fpc_0013,frame,2,3,2,1,1,frame_01170,2,fp_0013|fp_0029,all pairs selected because cluster pair_count <= 10,0,0,2,0,0,0,2,0,adjacent_or_near_identical,medium,1,yes,YES,YES,13.553559,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0013_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0013_pair_review.pdf
fpc_0014,frame,1,2,1,1,1,frame_01177,1,fp_0014,all pairs selected because cluster pair_count <= 10,0,0,0,1,0,0,0,1,adjacent_or_near_identical,medium,1,yes,YES,YES,9.120017,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0014_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0014_pair_review.pdf
fpc_0015,frame,1,2,1,1,1,frame_01179,1,fp_0015,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,10.060555,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0015_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0015_pair_review.pdf
fpc_0016,frame,21,22,21,1,1,frame_01216,10,fp_0016|fp_0017|fp_0030|fp_0031|fp_0040|fp_0041|fp_0050|fp_0051|fp_0059|fp_0060,first 10 pairs by ascending ID distance and lexical pair ID,0,0,21,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,9.191979,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0016_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0016_pair_review.pdf
fpc_0017,frame,1,2,1,1,1,frame_01317,1,fp_0018,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,12.391198,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0017_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0017_pair_review.pdf
fpc_0018,frame,32,33,32,1,1,frame_02498,10,fp_0019|fp_0020|fp_0032|fp_0033|fp_0042|fp_0043|fp_0052|fp_0053|fp_0061|fp_0062,first 10 pairs by ascending ID distance and lexical pair ID,0,0,32,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,14.918959,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0018_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0018_pair_review.pdf
fpc_0019,nframe,6,7,6,1,1,nframe_01091,6,fp_0115|fp_0171|fp_0202|fp_0223|fp_0241|fp_0258,all pairs selected because cluster pair_count <= 10,0,0,6,0,0,0,6,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.613281,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0019_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0019_pair_review.pdf
fpc_0020,nframe,13,14,13,1,1,nframe_01098,10,fp_0116|fp_0117|fp_0172|fp_0173|fp_0203|fp_0204|fp_0224|fp_0225|fp_0242|fp_0243,first 10 pairs by ascending ID distance and lexical pair ID,0,0,13,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,2.672830,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0020_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0020_pair_review.pdf
fpc_0021,nframe,7,8,7,1,1,nframe_01112,7,fp_0118|fp_0174|fp_0205|fp_0226|fp_0244|fp_0261|fp_0272,all pairs selected because cluster pair_count <= 10,0,0,7,0,0,0,7,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.001892,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0021_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0021_pair_review.pdf
fpc_0022,nframe,3,4,3,1,1,nframe_01120,3,fp_0119|fp_0175|fp_0206,all pairs selected because cluster pair_count <= 10,0,0,3,0,0,0,3,0,adjacent_or_near_identical,medium,1,yes,YES,YES,0.907014,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0022_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0022_pair_review.pdf
fpc_0023,nframe,18,19,18,1,1,nframe_01124,10,fp_0120|fp_0121|fp_0176|fp_0177|fp_0207|fp_0227|fp_0245|fp_0262|fp_0273|fp_0282,first 10 pairs by ascending ID distance and lexical pair ID,0,0,18,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,0.871927,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0023_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0023_pair_review.pdf
fpc_0024,nframe,16,17,16,1,1,nframe_01191,10,fp_0122|fp_0178|fp_0208|fp_0228|fp_0246|fp_0263|fp_0274|fp_0283|fp_0290|fp_0297,first 10 pairs by ascending ID distance and lexical pair ID,0,0,16,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.237639,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0024_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0024_pair_review.pdf
fpc_0025,nframe,1,2,1,1,1,nframe_01265,1,fp_0123,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.021910,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0025_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0025_pair_review.pdf
fpc_0026,nframe,1,2,1,1,1,nframe_01267,1,fp_0124,all pairs selected because cluster pair_count <= 10,0,0,0,1,0,0,0,1,adjacent_or_near_identical,medium,1,yes,YES,YES,0.489566,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0026_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0026_pair_review.pdf
fpc_0027,nframe,2,3,2,1,1,nframe_02448,2,fp_0125|fp_0179,all pairs selected because cluster pair_count <= 10,0,0,2,0,0,0,2,0,adjacent_or_near_identical,medium,1,yes,YES,YES,2.730521,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0027_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0027_pair_review.pdf
fpc_0028,nframe,1,2,1,1,1,nframe_02527,1,fp_0126,all pairs selected because cluster pair_count <= 10,0,0,0,1,0,0,0,1,adjacent_or_near_identical,medium,1,yes,YES,YES,0.765278,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0028_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0028_pair_review.pdf
fpc_0029,nframe,6,7,6,1,1,nframe_02529,6,fp_0127|fp_0128|fp_0180|fp_0209|fp_0229|fp_0247,all pairs selected because cluster pair_count <= 10,0,0,6,0,0,0,6,0,adjacent_or_near_identical,medium,1,yes,YES,YES,0.864514,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0029_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0029_pair_review.pdf
fpc_0030,nframe,5,6,5,1,1,nframe_02536,5,fp_0129|fp_0181|fp_0210|fp_0230|fp_0248,all pairs selected because cluster pair_count <= 10,0,0,5,0,0,0,5,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.138715,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0030_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0030_pair_review.pdf
fpc_0031,nframe,5,6,5,1,1,nframe_02549,5,fp_0130|fp_0182|fp_0211|fp_0231|fp_0249,all pairs selected because cluster pair_count <= 10,0,0,2,3,0,0,2,3,adjacent_or_near_identical,medium,1,yes,YES,YES,1.045052,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0031_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0031_pair_review.pdf
fpc_0032,nframe,4,5,4,1,1,nframe_02555,4,fp_0131|fp_0183|fp_0212|fp_0232,all pairs selected because cluster pair_count <= 10,0,0,0,4,0,0,0,4,adjacent_or_near_identical,medium,1,yes,YES,YES,1.129323,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0032_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0032_pair_review.pdf
fpc_0033,nframe,1,2,1,1,1,nframe_02768,1,fp_0132,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,3.702882,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0033_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0033_pair_review.pdf
fpc_0034,nframe,1,2,1,1,1,nframe_03331,1,fp_0133,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,4.946267,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0034_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0034_pair_review.pdf
fpc_0035,nframe,2,3,2,1,1,nframe_03389,2,fp_0134|fp_0184,all pairs selected because cluster pair_count <= 10,0,0,1,1,0,0,1,1,adjacent_or_near_identical,medium,1,yes,YES,YES,3.447378,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0035_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0035_pair_review.pdf
fpc_0036,nframe,2,3,2,1,1,nframe_03392,2,fp_0135|fp_0185,all pairs selected because cluster pair_count <= 10,0,0,1,1,0,0,1,1,adjacent_or_near_identical,medium,1,yes,YES,YES,4.745538,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0036_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0036_pair_review.pdf
fpc_0037,nframe,1,2,1,1,1,nframe_03395,1,fp_0136,all pairs selected because cluster pair_count <= 10,0,0,0,1,0,0,0,1,adjacent_or_near_identical,medium,1,yes,YES,YES,7.006233,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0037_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0037_pair_review.pdf
fpc_0038,nframe,1,2,1,1,1,nframe_03397,1,fp_0137,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,7.995729,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0038_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0038_pair_review.pdf
fpc_0039,nframe,3,4,3,1,1,nframe_03399,3,fp_0138|fp_0186|fp_0213,all pairs selected because cluster pair_count <= 10,0,0,0,3,0,0,0,3,adjacent_or_near_identical,medium,1,yes,YES,YES,4.565746,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0039_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0039_pair_review.pdf
fpc_0040,nframe,3,4,3,1,1,nframe_03403,3,fp_0139|fp_0187|fp_0214,all pairs selected because cluster pair_count <= 10,0,0,0,3,0,0,0,3,adjacent_or_near_identical,medium,1,yes,YES,YES,7.995070,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0040_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0040_pair_review.pdf
fpc_0041,nframe,2,3,2,1,1,nframe_03409,2,fp_0140|fp_0188,all pairs selected because cluster pair_count <= 10,0,0,1,1,0,0,1,1,adjacent_or_near_identical,medium,1,yes,YES,YES,8.035330,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0041_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0041_pair_review.pdf
fpc_0042,nframe,1,2,1,1,1,nframe_03412,1,fp_0141,all pairs selected because cluster pair_count <= 10,0,0,0,1,0,0,0,1,adjacent_or_near_identical,medium,1,yes,YES,YES,5.969306,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0042_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0042_pair_review.pdf
fpc_0043,nframe,16,17,16,1,1,nframe_03420,10,fp_0142|fp_0189|fp_0215|fp_0233|fp_0250|fp_0264|fp_0275|fp_0284|fp_0291|fp_0298,first 10 pairs by ascending ID distance and lexical pair ID,0,0,10,6,0,0,7,3,adjacent_or_near_identical,medium,1,yes,YES,YES,7.709566,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0043_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0043_pair_review.pdf
fpc_0044,nframe,16,17,16,1,1,nframe_03471,10,fp_0143|fp_0190|fp_0216|fp_0234|fp_0251|fp_0265|fp_0276|fp_0285|fp_0292|fp_0299,first 10 pairs by ascending ID distance and lexical pair ID,0,0,16,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,3.348299,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0044_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0044_pair_review.pdf
fpc_0045,nframe,16,17,16,1,1,nframe_03489,10,fp_0144|fp_0191|fp_0217|fp_0235|fp_0252|fp_0266|fp_0277|fp_0286|fp_0293|fp_0300,first 10 pairs by ascending ID distance and lexical pair ID,0,0,16,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,4.513525,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0045_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0045_pair_review.pdf
fpc_0046,nframe,1,2,1,1,1,nframe_04425,1,fp_0145,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,4.103819,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0046_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0046_pair_review.pdf
fpc_0047,nframe,16,17,16,1,1,nframe_04745,10,fp_0146|fp_0192|fp_0218|fp_0236|fp_0253|fp_0267|fp_0278|fp_0287|fp_0294|fp_0301,first 10 pairs by ascending ID distance and lexical pair ID,0,0,0,16,0,0,0,10,adjacent_or_near_identical,medium,1,yes,YES,YES,3.688177,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0047_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0047_pair_review.pdf
fpc_0048,nframe,11,12,11,1,1,nframe_04763,10,fp_0147|fp_0193|fp_0219|fp_0237|fp_0254|fp_0310|fp_0319|fp_0328|fp_0336|fp_0344,first 10 pairs by ascending ID distance and lexical pair ID,0,0,11,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,3.293038,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0048_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0048_pair_review.pdf
fpc_0049,nframe,1,2,1,1,1,nframe_05544,1,fp_0148,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,0.892483,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0049_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0049_pair_review.pdf
fpc_0050,nframe,1,2,1,1,1,nframe_05548,1,fp_0149,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,0.485486,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0050_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0050_pair_review.pdf
fpc_0051,nframe,1,2,1,1,1,nframe_06577,1,fp_0150,all pairs selected because cluster pair_count <= 10,0,0,0,1,0,0,0,1,adjacent_or_near_identical,medium,1,yes,YES,YES,3.082674,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0051_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0051_pair_review.pdf
fpc_0052,nframe,1,2,1,1,1,nframe_06579,1,fp_0151,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,3.744236,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0052_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0052_pair_review.pdf
fpc_0053,nframe,1,2,1,1,1,nframe_06669,1,fp_0152,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.875365,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0053_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0053_pair_review.pdf
fpc_0054,nframe,1,2,1,1,1,nframe_06671,1,fp_0153,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.488056,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0054_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0054_pair_review.pdf
fpc_0055,nframe,14,15,14,1,1,nframe_06794,10,fp_0154|fp_0194|fp_0220|fp_0238|fp_0255|fp_0268|fp_0279|fp_0302|fp_0311|fp_0320,first 10 pairs by ascending ID distance and lexical pair ID,0,0,14,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.113733,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0055_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0055_pair_review.pdf
fpc_0056,nframe,1,2,1,1,1,nframe_07008,1,fp_0155,all pairs selected because cluster pair_count <= 10,0,0,0,1,0,0,0,1,adjacent_or_near_identical,medium,1,yes,YES,YES,4.207066,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0056_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0056_pair_review.pdf
fpc_0057,nframe,1,2,1,1,1,nframe_07010,1,fp_0156,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,2.922830,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0057_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0057_pair_review.pdf
fpc_0058,nframe,12,13,12,1,1,nframe_07344,10,fp_0157|fp_0195|fp_0221|fp_0239|fp_0256|fp_0269|fp_0280|fp_0288|fp_0295|fp_0303,first 10 pairs by ascending ID distance and lexical pair ID,0,0,12,0,0,0,10,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.067396,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0058_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0058_pair_review.pdf
fpc_0059,nframe,2,3,2,1,1,nframe_07357,2,fp_0158|fp_0196,all pairs selected because cluster pair_count <= 10,0,0,2,0,0,0,2,0,adjacent_or_near_identical,medium,1,yes,YES,YES,1.303837,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0059_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0059_pair_review.pdf
fpc_0060,nframe,2,3,2,1,1,nframe_07788,2,fp_0159|fp_0197,all pairs selected because cluster pair_count <= 10,0,0,2,0,0,0,2,0,adjacent_or_near_identical,medium,1,yes,YES,YES,11.788750,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0060_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0060_pair_review.pdf
fpc_0061,nframe,1,2,1,1,1,nframe_07795,1,fp_0160,all pairs selected because cluster pair_count <= 10,0,0,1,0,0,0,1,0,adjacent_or_near_identical,medium,1,yes,YES,YES,16.674706,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0061_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0061_pair_review.pdf
fpc_0062,nframe,2,3,2,1,1,nframe_07833,2,fp_0161|fp_0198,all pairs selected because cluster pair_count <= 10,0,0,2,0,0,0,2,0,adjacent_or_near_identical,medium,1,yes,YES,YES,4.939688,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0062_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0062_pair_review.pdf
fpc_0063,nframe,8,9,8,1,1,nframe_07836,8,fp_0162|fp_0163|fp_0199|fp_0222|fp_0240|fp_0257|fp_0270|fp_0281,all pairs selected because cluster pair_count <= 10,0,0,7,1,0,0,7,1,adjacent_or_near_identical,medium,1,yes,YES,YES,2.716458,reproducibility/v39_filename_proximity_review_packet_v1/cluster_overviews/fpc_0063_overview.png,reproducibility/v39_filename_proximity_review_packet_v1/pair_reviews/fpc_0063_pair_review.pdf
