sample_id,relative_path,v39_partition,v40_partition,moved_relative_to_v39,gt_box_count,v40_component_id,original_component_id
frame_00068,data/images/frame_00068.npy,TRAIN,TRAIN,no,2,v40c_00052,orig_singleton_frame_00068
frame_00069,data/images/frame_00069.npy,TRAIN,TRAIN,no,2,v40c_00053,orig_singleton_frame_00069
frame_00070,data/images/frame_00070.npy,TRAIN,TRAIN,no,2,v40c_00054,orig_singleton_frame_00070
frame_00071,data/images/frame_00071.npy,TRAIN,TRAIN,no,2,v40c_00055,orig_singleton_frame_00071
frame_00072,data/images/frame_00072.npy,TRAIN,TRAIN,no,2,v40c_00056,orig_singleton_frame_00072
frame_00073,data/images/frame_00073.npy,TRAIN,TRAIN,no,2,v40c_00057,orig_singleton_frame_00073
frame_00074,data/images/frame_00074.npy,TRAIN,TRAIN,no,3,v40c_00058,orig_singleton_frame_00074
frame_00075,data/images/frame_00075.npy,TRAIN,TRAIN,no,3,v40c_00059,orig_singleton_frame_00075
frame_00076,data/images/frame_00076.npy,TRAIN,TRAIN,no,2,v40c_00060,orig_singleton_frame_00076
frame_00077,data/images/frame_00077.npy,TRAIN,TRAIN,no,2,v40c_00061,orig_rule_00061
frame_00078,data/images/frame_00078.npy,TRAIN,TRAIN,no,2,v40c_00061,orig_rule_00061
frame_00079,data/images/frame_00079.npy,TRAIN,TRAIN,no,2,v40c_00062,orig_rule_00062
frame_00080,data/images/frame_00080.npy,TRAIN,TRAIN,no,2,v40c_00062,orig_rule_00062
frame_00081,data/images/frame_00081.npy,TRAIN,TRAIN,no,2,v40c_00062,orig_rule_00062
frame_00082,data/images/frame_00082.npy,TRAIN,TRAIN,no,2,v40c_00063,orig_singleton_frame_00082
frame_00083,data/images/frame_00083.npy,TRAIN,TRAIN,no,2,v40c_00064,orig_singleton_frame_00083
frame_00084,data/images/frame_00084.npy,TRAIN,TRAIN,no,2,v40c_00065,orig_singleton_frame_00084
frame_00085,data/images/frame_00085.npy,TRAIN,TRAIN,no,1,v40c_00066,orig_singleton_frame_00085
frame_00086,data/images/frame_00086.npy,TRAIN,TRAIN,no,1,v40c_00067,orig_singleton_frame_00086
frame_00087,data/images/frame_00087.npy,TRAIN,TRAIN,no,2,v40c_00068,orig_rule_00068
frame_00088,data/images/frame_00088.npy,TRAIN,TRAIN,no,2,v40c_00068,orig_rule_00068
frame_00089,data/images/frame_00089.npy,TRAIN,TRAIN,no,2,v40c_00069,orig_rule_00069
frame_00090,data/images/frame_00090.npy,TRAIN,TRAIN,no,2,v40c_00069,orig_rule_00069
frame_00091,data/images/frame_00091.npy,TRAIN,TRAIN,no,3,v40c_00070,orig_rule_00070
frame_00092,data/images/frame_00092.npy,TRAIN,TRAIN,no,3,v40c_00070,orig_rule_00070
frame_00093,data/images/frame_00093.npy,TRAIN,TRAIN,no,3,v40c_00071,orig_singleton_frame_00093
frame_00094,data/images/frame_00094.npy,TRAIN,TRAIN,no,3,v40c_00072,orig_singleton_frame_00094
frame_00095,data/images/frame_00095.npy,TRAIN,TRAIN,no,3,v40c_00073,orig_rule_00073
frame_00096,data/images/frame_00096.npy,TRAIN,TRAIN,no,3,v40c_00073,orig_rule_00073
frame_00097,data/images/frame_00097.npy,TRAIN,TRAIN,no,3,v40c_00073,orig_rule_00073
frame_00098,data/images/frame_00098.npy,TRAIN,TRAIN,no,3,v40c_00073,orig_rule_00073
frame_00099,data/images/frame_00099.npy,TRAIN,TRAIN,no,3,v40c_00073,orig_rule_00073
frame_00100,data/images/frame_00100.npy,TRAIN,TRAIN,no,3,v40c_00073,orig_rule_00073
frame_00101,data/images/frame_00101.npy,TRAIN,TRAIN,no,2,v40c_00074,orig_singleton_frame_00101
frame_00102,data/images/frame_00102.npy,TRAIN,TRAIN,no,2,v40c_00075,orig_singleton_frame_00102
frame_00103,data/images/frame_00103.npy,TRAIN,TRAIN,no,2,v40c_00076,orig_rule_00076
frame_00104,data/images/frame_00104.npy,TRAIN,TRAIN,no,2,v40c_00076,orig_rule_00076
frame_00105,data/images/frame_00105.npy,TRAIN,TRAIN,no,2,v40c_00076,orig_rule_00076
frame_00106,data/images/frame_00106.npy,TRAIN,TRAIN,no,2,v40c_00076,orig_rule_00076
frame_00107,data/images/frame_00107.npy,TRAIN,TRAIN,no,2,v40c_00077,orig_rule_00077
frame_00108,data/images/frame_00108.npy,TRAIN,TRAIN,no,2,v40c_00077,orig_rule_00077
frame_00109,data/images/frame_00109.npy,TRAIN,TRAIN,no,2,v40c_00077,orig_rule_00077
frame_00110,data/images/frame_00110.npy,TRAIN,TRAIN,no,2,v40c_00078,orig_singleton_frame_00110
frame_00111,data/images/frame_00111.npy,TRAIN,TRAIN,no,2,v40c_00079,orig_singleton_frame_00111
frame_00112,data/images/frame_00112.npy,TRAIN,TRAIN,no,2,v40c_00080,orig_singleton_frame_00112
frame_00113,data/images/frame_00113.npy,TRAIN,TRAIN,no,2,v40c_00081,orig_singleton_frame_00113
frame_00114,data/images/frame_00114.npy,TRAIN,TRAIN,no,2,v40c_00082,orig_rule_00082
frame_00115,data/images/frame_00115.npy,TRAIN,TRAIN,no,2,v40c_00082,orig_rule_00082
frame_00116,data/images/frame_00116.npy,TRAIN,TRAIN,no,2,v40c_00082,orig_rule_00082
frame_00117,data/images/frame_00117.npy,TRAIN,TRAIN,no,2,v40c_00082,orig_rule_00082
frame_00118,data/images/frame_00118.npy,TRAIN,TRAIN,no,2,v40c_00082,orig_rule_00082
frame_00119,data/images/frame_00119.npy,TRAIN,TRAIN,no,2,v40c_00082,orig_rule_00082
frame_00120,data/images/frame_00120.npy,TRAIN,TRAIN,no,2,v40c_00082,orig_rule_00082
frame_00121,data/images/frame_00121.npy,TRAIN,TRAIN,no,2,v40c_00083,orig_singleton_frame_00121
frame_00122,data/images/frame_00122.npy,TRAIN,TRAIN,no,2,v40c_00084,orig_singleton_frame_00122
frame_00123,data/images/frame_00123.npy,TRAIN,TRAIN,no,2,v40c_00085,orig_singleton_frame_00123
frame_00124,data/images/frame_00124.npy,TRAIN,TRAIN,no,2,v40c_00086,orig_singleton_frame_00124
frame_00125,data/images/frame_00125.npy,TRAIN,TRAIN,no,2,v40c_00087,orig_rule_00087
frame_00126,data/images/frame_00126.npy,TRAIN,TRAIN,no,3,v40c_00087,orig_rule_00087
frame_00127,data/images/frame_00127.npy,TRAIN,TRAIN,no,2,v40c_00088,orig_rule_00088
frame_00128,data/images/frame_00128.npy,TRAIN,TRAIN,no,2,v40c_00088,orig_rule_00088
frame_00129,data/images/frame_00129.npy,TRAIN,TRAIN,no,2,v40c_00089,orig_singleton_frame_00129
frame_00130,data/images/frame_00130.npy,TRAIN,TRAIN,no,3,v40c_00090,orig_rule_00090
frame_00131,data/images/frame_00131.npy,TRAIN,TRAIN,no,2,v40c_00090,orig_rule_00090
frame_00132,data/images/frame_00132.npy,TRAIN,TRAIN,no,4,v40c_00091,orig_rule_00091
frame_00133,data/images/frame_00133.npy,TRAIN,TRAIN,no,4,v40c_00091,orig_rule_00091
frame_00134,data/images/frame_00134.npy,TRAIN,TRAIN,no,4,v40c_00092,orig_singleton_frame_00134
frame_00135,data/images/frame_00135.npy,TRAIN,TRAIN,no,4,v40c_00093,orig_singleton_frame_00135
frame_00136,data/images/frame_00136.npy,TRAIN,TRAIN,no,4,v40c_00094,orig_singleton_frame_00136
frame_00137,data/images/frame_00137.npy,TRAIN,TRAIN,no,4,v40c_00095,orig_singleton_frame_00137
frame_00138,data/images/frame_00138.npy,TRAIN,TRAIN,no,4,v40c_00096,orig_singleton_frame_00138
frame_00139,data/images/frame_00139.npy,TRAIN,TRAIN,no,4,v40c_00097,orig_singleton_frame_00139
frame_00140,data/images/frame_00140.npy,TRAIN,TRAIN,no,4,v40c_00098,orig_rule_00098
frame_00141,data/images/frame_00141.npy,TRAIN,TRAIN,no,4,v40c_00098,orig_rule_00098
frame_00142,data/images/frame_00142.npy,TRAIN,TRAIN,no,4,v40c_00099,orig_singleton_frame_00142
frame_00143,data/images/frame_00143.npy,TRAIN,TRAIN,no,4,v40c_00100,orig_rule_00100
frame_00144,data/images/frame_00144.npy,TRAIN,TRAIN,no,3,v40c_00100,orig_rule_00100
frame_00145,data/images/frame_00145.npy,TRAIN,TRAIN,no,3,v40c_00101,orig_singleton_frame_00145
frame_00146,data/images/frame_00146.npy,TRAIN,TRAIN,no,3,v40c_00102,orig_rule_00102
frame_00147,data/images/frame_00147.npy,TRAIN,TRAIN,no,3,v40c_00102,orig_rule_00102
frame_00148,data/images/frame_00148.npy,TRAIN,TRAIN,no,3,v40c_00102,orig_rule_00102
frame_00149,data/images/frame_00149.npy,TRAIN,TRAIN,no,3,v40c_00103,orig_singleton_frame_00149
frame_00150,data/images/frame_00150.npy,TRAIN,TRAIN,no,3,v40c_00104,orig_singleton_frame_00150
frame_00151,data/images/frame_00151.npy,TRAIN,TRAIN,no,3,v40c_00105,orig_singleton_frame_00151
frame_00152,data/images/frame_00152.npy,TRAIN,TRAIN,no,3,v40c_00106,orig_singleton_frame_00152
frame_00153,data/images/frame_00153.npy,TRAIN,TRAIN,no,4,v40c_00107,orig_singleton_frame_00153
frame_00154,data/images/frame_00154.npy,TRAIN,TRAIN,no,4,v40c_00108,orig_singleton_frame_00154
frame_00155,data/images/frame_00155.npy,TRAIN,TRAIN,no,4,v40c_00109,orig_singleton_frame_00155
frame_00156,data/images/frame_00156.npy,TRAIN,TRAIN,no,4,v40c_00110,orig_singleton_frame_00156
frame_00157,data/images/frame_00157.npy,TRAIN,TRAIN,no,4,v40c_00111,orig_singleton_frame_00157
frame_00158,data/images/frame_00158.npy,TRAIN,TRAIN,no,4,v40c_00112,orig_rule_00112
frame_00159,data/images/frame_00159.npy,TRAIN,TRAIN,no,4,v40c_00112,orig_rule_00112
frame_00160,data/images/frame_00160.npy,TRAIN,TRAIN,no,4,v40c_00113,orig_rule_00113
frame_00161,data/images/frame_00161.npy,TRAIN,TRAIN,no,4,v40c_00113,orig_rule_00113
frame_00162,data/images/frame_00162.npy,TRAIN,TRAIN,no,4,v40c_00114,orig_singleton_frame_00162
frame_00163,data/images/frame_00163.npy,TRAIN,TRAIN,no,4,v40c_00113,orig_rule_00113
frame_00164,data/images/frame_00164.npy,TRAIN,TRAIN,no,4,v40c_00115,orig_singleton_frame_00164
frame_00165,data/images/frame_00165.npy,TRAIN,TRAIN,no,4,v40c_00116,orig_singleton_frame_00165
frame_00166,data/images/frame_00166.npy,TRAIN,TRAIN,no,4,v40c_00117,orig_singleton_frame_00166
frame_00167,data/images/frame_00167.npy,TRAIN,TRAIN,no,3,v40c_00118,orig_singleton_frame_00167
frame_00168,data/images/frame_00168.npy,TRAIN,TRAIN,no,3,v40c_00119,orig_singleton_frame_00168
frame_00169,data/images/frame_00169.npy,TRAIN,TRAIN,no,3,v40c_00120,orig_singleton_frame_00169
frame_00170,data/images/frame_00170.npy,TRAIN,TRAIN,no,3,v40c_00121,orig_rule_00121
frame_00171,data/images/frame_00171.npy,TRAIN,TRAIN,no,3,v40c_00121,orig_rule_00121
frame_00172,data/images/frame_00172.npy,TRAIN,TRAIN,no,3,v40c_00122,orig_rule_00122
frame_00173,data/images/frame_00173.npy,TRAIN,TRAIN,no,3,v40c_00123,orig_rule_00123
frame_00174,data/images/frame_00174.npy,TRAIN,TRAIN,no,3,v40c_00122,orig_rule_00122
frame_00175,data/images/frame_00175.npy,TRAIN,TRAIN,no,3,v40c_00123,orig_rule_00123
frame_00192,data/images/frame_00192.npy,VALIDATION,VALIDATION,no,3,v40c_00124,orig_singleton_frame_00192
frame_00193,data/images/frame_00193.npy,VALIDATION,VALIDATION,no,2,v40c_00125,orig_singleton_frame_00193
frame_00194,data/images/frame_00194.npy,VALIDATION,VALIDATION,no,2,v40c_00126,orig_singleton_frame_00194
frame_00195,data/images/frame_00195.npy,VALIDATION,VALIDATION,no,3,v40c_00127,orig_singleton_frame_00195
frame_00196,data/images/frame_00196.npy,VALIDATION,VALIDATION,no,3,v40c_00128,orig_rule_00128
frame_00197,data/images/frame_00197.npy,VALIDATION,VALIDATION,no,3,v40c_00128,orig_rule_00128
frame_00198,data/images/frame_00198.npy,VALIDATION,VALIDATION,no,3,v40c_00129,orig_singleton_frame_00198
frame_00199,data/images/frame_00199.npy,VALIDATION,VALIDATION,no,3,v40c_00130,orig_singleton_frame_00199
frame_00200,data/images/frame_00200.npy,VALIDATION,VALIDATION,no,2,v40c_00131,orig_singleton_frame_00200
frame_00201,data/images/frame_00201.npy,VALIDATION,VALIDATION,no,2,v40c_00132,orig_singleton_frame_00201
frame_00202,data/images/frame_00202.npy,VALIDATION,VALIDATION,no,2,v40c_00133,orig_singleton_frame_00202
frame_00203,data/images/frame_00203.npy,VALIDATION,VALIDATION,no,2,v40c_00134,orig_singleton_frame_00203
frame_00204,data/images/frame_00204.npy,VALIDATION,VALIDATION,no,2,v40c_00135,orig_singleton_frame_00204
frame_00205,data/images/frame_00205.npy,VALIDATION,VALIDATION,no,2,v40c_00136,orig_singleton_frame_00205
frame_00206,data/images/frame_00206.npy,VALIDATION,VALIDATION,no,2,v40c_00137,orig_singleton_frame_00206
frame_00207,data/images/frame_00207.npy,VALIDATION,VALIDATION,no,2,v40c_00138,orig_singleton_frame_00207
frame_00208,data/images/frame_00208.npy,VALIDATION,VALIDATION,no,2,v40c_00139,orig_singleton_frame_00208
frame_00209,data/images/frame_00209.npy,VALIDATION,VALIDATION,no,2,v40c_00140,orig_rule_00140
frame_00210,data/images/frame_00210.npy,VALIDATION,VALIDATION,no,2,v40c_00140,orig_rule_00140
frame_00211,data/images/frame_00211.npy,VALIDATION,VALIDATION,no,1,v40c_00141,orig_singleton_frame_00211
frame_00212,data/images/frame_00212.npy,VALIDATION,VALIDATION,no,0,v40c_00142,orig_singleton_frame_00212
frame_00213,data/images/frame_00213.npy,VALIDATION,VALIDATION,no,0,v40c_00143,orig_singleton_frame_00213
frame_00214,data/images/frame_00214.npy,VALIDATION,VALIDATION,no,0,v40c_00144,orig_singleton_frame_00214
frame_00215,data/images/frame_00215.npy,VALIDATION,VALIDATION,no,1,v40c_00145,orig_rule_00145
frame_00216,data/images/frame_00216.npy,VALIDATION,VALIDATION,no,1,v40c_00146,orig_singleton_frame_00216
frame_00217,data/images/frame_00217.npy,VALIDATION,VALIDATION,no,0,v40c_00145,orig_rule_00145
frame_00218,data/images/frame_00218.npy,VALIDATION,VALIDATION,no,0,v40c_00147,orig_singleton_frame_00218
frame_00219,data/images/frame_00219.npy,VALIDATION,VALIDATION,no,1,v40c_00148,orig_singleton_frame_00219
frame_00220,data/images/frame_00220.npy,VALIDATION,VALIDATION,no,1,v40c_00149,orig_singleton_frame_00220
frame_00221,data/images/frame_00221.npy,VALIDATION,VALIDATION,no,1,v40c_00150,orig_singleton_frame_00221
frame_00222,data/images/frame_00222.npy,VALIDATION,VALIDATION,no,1,v40c_00151,orig_singleton_frame_00222
frame_00223,data/images/frame_00223.npy,VALIDATION,VALIDATION,no,1,v40c_00152,orig_singleton_frame_00223
frame_00224,data/images/frame_00224.npy,VALIDATION,VALIDATION,no,1,v40c_00153,orig_singleton_frame_00224
frame_00225,data/images/frame_00225.npy,VALIDATION,VALIDATION,no,1,v40c_00154,orig_singleton_frame_00225
frame_00226,data/images/frame_00226.npy,VALIDATION,VALIDATION,no,1,v40c_00155,orig_singleton_frame_00226
frame_00227,data/images/frame_00227.npy,VALIDATION,VALIDATION,no,1,v40c_00156,orig_singleton_frame_00227
frame_00228,data/images/frame_00228.npy,VALIDATION,VALIDATION,no,1,v40c_00157,orig_rule_00157
frame_00229,data/images/frame_00229.npy,VALIDATION,VALIDATION,no,1,v40c_00157,orig_rule_00157
frame_00230,data/images/frame_00230.npy,VALIDATION,VALIDATION,no,1,v40c_00157,orig_rule_00157
frame_00231,data/images/frame_00231.npy,VALIDATION,VALIDATION,no,1,v40c_00157,orig_rule_00157
frame_00232,data/images/frame_00232.npy,VALIDATION,VALIDATION,no,1,v40c_00157,orig_rule_00157
frame_00233,data/images/frame_00233.npy,VALIDATION,VALIDATION,no,1,v40c_00158,orig_singleton_frame_00233
frame_00234,data/images/frame_00234.npy,VALIDATION,VALIDATION,no,1,v40c_00159,orig_singleton_frame_00234
frame_00235,data/images/frame_00235.npy,VALIDATION,VALIDATION,no,1,v40c_00160,orig_singleton_frame_00235
frame_00236,data/images/frame_00236.npy,VALIDATION,VALIDATION,no,1,v40c_00161,orig_singleton_frame_00236
frame_00237,data/images/frame_00237.npy,VALIDATION,VALIDATION,no,2,v40c_00162,orig_singleton_frame_00237
frame_00238,data/images/frame_00238.npy,VALIDATION,VALIDATION,no,1,v40c_00163,orig_singleton_frame_00238
frame_00239,data/images/frame_00239.npy,VALIDATION,VALIDATION,no,1,v40c_00164,orig_rule_00164
frame_00240,data/images/frame_00240.npy,VALIDATION,VALIDATION,no,1,v40c_00164,orig_rule_00164
frame_00241,data/images/frame_00241.npy,VALIDATION,VALIDATION,no,1,v40c_00164,orig_rule_00164
frame_00242,data/images/frame_00242.npy,VALIDATION,VALIDATION,no,1,v40c_00164,orig_rule_00164
frame_00243,data/images/frame_00243.npy,VALIDATION,VALIDATION,no,1,v40c_00165,orig_singleton_frame_00243
frame_00244,data/images/frame_00244.npy,VALIDATION,VALIDATION,no,1,v40c_00164,orig_rule_00164
frame_00245,data/images/frame_00245.npy,VALIDATION,VALIDATION,no,1,v40c_00166,orig_singleton_frame_00245
frame_00246,data/images/frame_00246.npy,VALIDATION,VALIDATION,no,1,v40c_00167,orig_singleton_frame_00246
frame_00247,data/images/frame_00247.npy,VALIDATION,VALIDATION,no,1,v40c_00168,orig_singleton_frame_00247
frame_00248,data/images/frame_00248.npy,VALIDATION,VALIDATION,no,1,v40c_00169,orig_singleton_frame_00248
frame_00249,data/images/frame_00249.npy,VALIDATION,VALIDATION,no,1,v40c_00170,orig_singleton_frame_00249
frame_00250,data/images/frame_00250.npy,VALIDATION,VALIDATION,no,1,v40c_00171,orig_singleton_frame_00250
frame_00251,data/images/frame_00251.npy,VALIDATION,VALIDATION,no,1,v40c_00172,orig_singleton_frame_00251
frame_00252,data/images/frame_00252.npy,VALIDATION,VALIDATION,no,1,v40c_00173,orig_singleton_frame_00252
frame_00253,data/images/frame_00253.npy,VALIDATION,VALIDATION,no,1,v40c_00174,orig_rule_00174
frame_00254,data/images/frame_00254.npy,VALIDATION,VALIDATION,no,0,v40c_00174,orig_rule_00174
frame_00255,data/images/frame_00255.npy,VALIDATION,VALIDATION,no,0,v40c_00175,orig_singleton_frame_00255
frame_00272,data/images/frame_00272.npy,TRAIN,TRAIN,no,0,v40c_00176,orig_singleton_frame_00272
frame_00273,data/images/frame_00273.npy,TRAIN,TRAIN,no,0,v40c_00177,orig_singleton_frame_00273
frame_00274,data/images/frame_00274.npy,TRAIN,TRAIN,no,0,v40c_00178,orig_singleton_frame_00274
frame_00275,data/images/frame_00275.npy,TRAIN,TRAIN,no,1,v40c_00179,orig_singleton_frame_00275
frame_00276,data/images/frame_00276.npy,TRAIN,TRAIN,no,0,v40c_00180,orig_singleton_frame_00276
frame_00277,data/images/frame_00277.npy,TRAIN,TRAIN,no,1,v40c_00181,orig_singleton_frame_00277
frame_00278,data/images/frame_00278.npy,TRAIN,TRAIN,no,2,v40c_00182,orig_singleton_frame_00278
frame_00279,data/images/frame_00279.npy,TRAIN,TRAIN,no,2,v40c_00183,orig_singleton_frame_00279
frame_00280,data/images/frame_00280.npy,TRAIN,TRAIN,no,4,v40c_00184,orig_singleton_frame_00280
frame_00281,data/images/frame_00281.npy,TRAIN,TRAIN,no,7,v40c_00185,orig_singleton_frame_00281
frame_00282,data/images/frame_00282.npy,TRAIN,TRAIN,no,7,v40c_00186,orig_singleton_frame_00282
frame_00283,data/images/frame_00283.npy,TRAIN,TRAIN,no,3,v40c_00187,orig_singleton_frame_00283
frame_00284,data/images/frame_00284.npy,TRAIN,TRAIN,no,2,v40c_00188,orig_singleton_frame_00284
frame_00285,data/images/frame_00285.npy,TRAIN,TRAIN,no,2,v40c_00189,orig_singleton_frame_00285
frame_00286,data/images/frame_00286.npy,TRAIN,TRAIN,no,2,v40c_00190,orig_singleton_frame_00286
frame_00287,data/images/frame_00287.npy,TRAIN,TRAIN,no,0,v40c_00191,orig_singleton_frame_00287
frame_00288,data/images/frame_00288.npy,TRAIN,TRAIN,no,1,v40c_00192,orig_singleton_frame_00288
