val_path,nearest_train_path,val_id,train_id,id_distance,signature_distance,direct_rgb_mae,val_gt_boxes,train_gt_boxes,exact_sha256_duplicate
data/images/frame_00226.npy,data/images/nframe_06608.npy,226,6608,6382,48,NA,1,3,False
data/images/frame_00227.npy,data/images/nframe_06608.npy,227,6608,6381,46,NA,1,3,False
data/images/frame_00228.npy,data/images/nframe_08878.npy,228,8878,8650,44,NA,1,1,False
data/images/frame_00229.npy,data/images/nframe_08878.npy,229,8878,8649,40,NA,1,1,False
data/images/frame_00230.npy,data/images/nframe_08878.npy,230,8878,8648,44,NA,1,1,False
data/images/frame_00231.npy,data/images/nframe_08878.npy,231,8878,8647,42,NA,1,1,False
data/images/frame_00232.npy,data/images/nframe_08270.npy,232,8270,8038,44,NA,1,2,False
data/images/frame_00233.npy,data/images/nframe_08874.npy,233,8874,8641,42,NA,1,1,False
data/images/frame_00234.npy,data/images/nframe_08277.npy,234,8277,8043,42,NA,1,2,False
data/images/frame_00235.npy,data/images/nframe_08880.npy,235,8880,8645,40,NA,1,1,False
data/images/frame_00236.npy,data/images/nframe_04307.npy,236,4307,4071,46,NA,1,2,False
data/images/frame_00237.npy,data/images/nframe_04307.npy,237,4307,4070,48,NA,2,2,False
data/images/frame_00238.npy,data/images/nframe_06553.npy,238,6553,6315,42,NA,1,2,False
data/images/frame_00239.npy,data/images/nframe_06553.npy,239,6553,6314,46,NA,1,2,False
data/images/frame_00240.npy,data/images/nframe_06553.npy,240,6553,6313,44,NA,1,2,False
data/images/frame_00241.npy,data/images/nframe_06553.npy,241,6553,6312,50,NA,1,2,False
data/images/frame_00242.npy,data/images/nframe_06553.npy,242,6553,6311,48,NA,1,2,False
data/images/frame_00243.npy,data/images/nframe_06553.npy,243,6553,6310,44,NA,1,2,False
data/images/frame_00244.npy,data/images/nframe_06553.npy,244,6553,6309,42,NA,1,2,False
data/images/frame_00245.npy,data/images/nframe_06553.npy,245,6553,6308,40,NA,1,2,False
data/images/frame_00246.npy,data/images/nframe_06553.npy,246,6553,6307,42,NA,1,2,False
data/images/frame_00247.npy,data/images/nframe_06554.npy,247,6554,6307,42,NA,1,2,False
data/images/frame_00248.npy,data/images/nframe_06554.npy,248,6554,6306,46,NA,1,2,False
data/images/frame_00249.npy,data/images/nframe_06565.npy,249,6565,6316,46,NA,1,1,False
data/images/frame_00250.npy,data/images/nframe_06565.npy,250,6565,6315,50,NA,1,1,False
data/images/frame_00251.npy,data/images/nframe_09616.npy,251,9616,9365,48,NA,1,1,False
data/images/frame_00252.npy,data/images/nframe_09616.npy,252,9616,9364,46,NA,1,1,False
data/images/frame_00253.npy,data/images/nframe_09616.npy,253,9616,9363,48,NA,1,1,False
data/images/frame_00254.npy,data/images/nframe_09616.npy,254,9616,9362,50,NA,0,1,False
data/images/frame_00255.npy,data/images/nframe_06565.npy,255,6565,6310,52,NA,0,1,False
data/images/frame_00418.npy,data/images/frame_00417.npy,418,417,1,2,6.339103,0,0,False
data/images/frame_00419.npy,data/images/frame_00417.npy,419,417,2,0,6.281406,0,0,False
data/images/frame_00420.npy,data/images/frame_00417.npy,420,417,3,2,6.636489,0,0,False
data/images/frame_00421.npy,data/images/frame_00417.npy,421,417,4,2,8.117078,0,0,False
data/images/frame_00422.npy,data/images/frame_00417.npy,422,417,5,2,7.697114,0,0,False
data/images/frame_00423.npy,data/images/frame_00417.npy,423,417,6,4,8.154674,0,0,False
data/images/frame_00424.npy,data/images/frame_00417.npy,424,417,7,8,9.897058,0,0,False
data/images/frame_00425.npy,data/images/frame_00417.npy,425,417,8,8,9.402543,1,0,False
data/images/frame_00426.npy,data/images/frame_00415.npy,426,415,11,14,NA,1,0,False
data/images/frame_00427.npy,data/images/frame_00430.npy,427,430,3,12,NA,1,1,False
data/images/frame_00428.npy,data/images/frame_00430.npy,428,430,2,8,8.254315,1,1,False
data/images/frame_00429.npy,data/images/frame_00430.npy,429,430,1,4,7.507853,1,1,False
data/images/frame_00448.npy,data/images/frame_00430.npy,448,430,18,22,NA,0,1,False
data/images/frame_00449.npy,data/images/frame_00430.npy,449,430,19,22,NA,0,1,False
data/images/frame_00450.npy,data/images/frame_00430.npy,450,430,20,22,NA,0,1,False
data/images/frame_00451.npy,data/images/frame_00430.npy,451,430,21,22,NA,0,1,False
data/images/frame_00452.npy,data/images/frame_00430.npy,452,430,22,26,NA,0,1,False
data/images/frame_00453.npy,data/images/frame_00430.npy,453,430,23,28,NA,1,1,False
data/images/frame_00454.npy,data/images/frame_00430.npy,454,430,24,28,NA,1,1,False
data/images/frame_00455.npy,data/images/frame_00430.npy,455,430,25,28,NA,1,1,False
data/images/frame_00456.npy,data/images/frame_00430.npy,456,430,26,30,NA,1,1,False
data/images/frame_00457.npy,data/images/frame_00417.npy,457,417,40,30,NA,0,0,False
data/images/frame_00458.npy,data/images/frame_00430.npy,458,430,28,26,NA,0,1,False
data/images/frame_00459.npy,data/images/frame_00430.npy,459,430,29,24,NA,0,1,False
data/images/frame_00460.npy,data/images/frame_00430.npy,460,430,30,24,NA,0,1,False
data/images/frame_00461.npy,data/images/frame_00430.npy,461,430,31,26,NA,0,1,False
data/images/frame_00462.npy,data/images/frame_00430.npy,462,430,32,28,NA,1,1,False
data/images/frame_00463.npy,data/images/frame_00430.npy,463,430,33,32,NA,1,1,False
data/images/frame_00464.npy,data/images/frame_00417.npy,464,417,47,34,NA,1,0,False
data/images/frame_00465.npy,data/images/frame_00430.npy,465,430,35,26,NA,0,1,False
data/images/frame_00466.npy,data/images/frame_00430.npy,466,430,36,26,NA,0,1,False
data/images/frame_00467.npy,data/images/frame_00430.npy,467,430,37,32,NA,1,1,False
data/images/frame_00468.npy,data/images/frame_00417.npy,468,417,51,34,NA,1,0,False
data/images/frame_00469.npy,data/images/frame_00430.npy,469,430,39,28,NA,0,1,False
data/images/frame_00470.npy,data/images/frame_00430.npy,470,430,40,26,NA,0,1,False
data/images/frame_00471.npy,data/images/frame_00430.npy,471,430,41,26,NA,0,1,False
data/images/frame_00472.npy,data/images/frame_00417.npy,472,417,55,26,NA,0,0,False
data/images/frame_00473.npy,data/images/frame_00417.npy,473,417,56,26,NA,0,0,False
data/images/frame_00474.npy,data/images/frame_00417.npy,474,417,57,30,NA,0,0,False
data/images/frame_00475.npy,data/images/frame_00430.npy,475,430,45,32,NA,0,1,False
data/images/frame_00476.npy,data/images/frame_00491.npy,476,491,15,36,NA,0,1,False
data/images/frame_00477.npy,data/images/frame_00491.npy,477,491,14,36,NA,0,1,False
data/images/frame_00478.npy,data/images/frame_00491.npy,478,491,13,36,NA,0,1,False
data/images/frame_00479.npy,data/images/frame_00491.npy,479,491,12,34,NA,0,1,False
data/images/frame_00480.npy,data/images/frame_00491.npy,480,491,11,32,NA,0,1,False
data/images/frame_00481.npy,data/images/frame_00491.npy,481,491,10,28,NA,1,1,False
data/images/frame_00482.npy,data/images/frame_00491.npy,482,491,9,28,NA,1,1,False
data/images/frame_00483.npy,data/images/frame_00491.npy,483,491,8,28,NA,1,1,False
data/images/frame_00484.npy,data/images/frame_00491.npy,484,491,7,24,NA,1,1,False
data/images/frame_00485.npy,data/images/frame_00491.npy,485,491,6,18,NA,1,1,False
data/images/frame_00486.npy,data/images/frame_00491.npy,486,491,5,18,NA,1,1,False
data/images/frame_00487.npy,data/images/frame_00491.npy,487,491,4,16,NA,1,1,False
data/images/frame_00488.npy,data/images/frame_00491.npy,488,491,3,14,NA,1,1,False
data/images/frame_00489.npy,data/images/frame_00491.npy,489,491,2,12,NA,1,1,False
data/images/frame_00490.npy,data/images/frame_00491.npy,490,491,1,6,12.215466,1,1,False
data/images/frame_00494.npy,data/images/frame_00491.npy,494,491,3,6,12.021007,1,1,False
data/images/frame_00495.npy,data/images/frame_00491.npy,495,491,4,12,NA,1,1,False
data/images/frame_00496.npy,data/images/frame_00491.npy,496,491,5,12,NA,1,1,False
data/images/frame_00497.npy,data/images/frame_00504.npy,497,504,7,12,NA,1,0,False
data/images/frame_00498.npy,data/images/frame_00503.npy,498,503,5,14,NA,1,0,False
data/images/frame_00499.npy,data/images/frame_00504.npy,499,504,5,14,NA,1,0,False
data/images/frame_00500.npy,data/images/frame_00504.npy,500,504,4,12,NA,1,0,False
data/images/frame_00501.npy,data/images/frame_00504.npy,501,504,3,12,NA,1,0,False
data/images/frame_00502.npy,data/images/frame_00503.npy,502,503,1,8,10.182245,1,0,False
data/images/frame_00511.npy,data/images/frame_00510.npy,511,510,1,8,15.820439,0,0,False
data/images/frame_00704.npy,data/images/nframe_07579.npy,704,7579,6875,68,NA,3,2,False
data/images/frame_00705.npy,data/images/frame_01451.npy,705,1451,746,64,NA,3,1,False
data/images/frame_00706.npy,data/images/nframe_07581.npy,706,7581,6875,68,NA,2,3,False
data/images/frame_00707.npy,data/images/nframe_07581.npy,707,7581,6874,70,NA,2,3,False
data/images/frame_00708.npy,data/images/nframe_03723.npy,708,3723,3015,68,NA,3,1,False
data/images/frame_00709.npy,data/images/nframe_07582.npy,709,7582,6873,70,NA,3,1,False
data/images/frame_00710.npy,data/images/frame_03332.npy,710,3332,2622,76,NA,3,2,False
data/images/frame_00711.npy,data/images/frame_01784.npy,711,1784,1073,76,NA,3,0,False
data/images/frame_00712.npy,data/images/frame_00293.npy,712,293,419,76,NA,3,0,False
data/images/frame_00713.npy,data/images/frame_01784.npy,713,1784,1071,74,NA,3,0,False
data/images/frame_00714.npy,data/images/frame_00295.npy,714,295,419,76,NA,3,0,False
data/images/frame_00715.npy,data/images/frame_00295.npy,715,295,420,76,NA,3,0,False
data/images/frame_00716.npy,data/images/frame_00287.npy,716,287,429,74,NA,3,0,False
data/images/frame_00717.npy,data/images/frame_00287.npy,717,287,430,76,NA,3,0,False
data/images/frame_00718.npy,data/images/frame_01472.npy,718,1472,754,68,NA,3,0,False
data/images/frame_00719.npy,data/images/frame_01472.npy,719,1472,753,72,NA,3,0,False
data/images/frame_00720.npy,data/images/frame_00287.npy,720,287,433,70,NA,2,0,False
data/images/frame_00721.npy,data/images/frame_01472.npy,721,1472,751,68,NA,2,0,False
data/images/frame_00722.npy,data/images/frame_00287.npy,722,287,435,74,NA,2,0,False
data/images/frame_00723.npy,data/images/frame_00293.npy,723,293,430,78,NA,2,0,False
data/images/frame_00724.npy,data/images/frame_00287.npy,724,287,437,74,NA,2,0,False
data/images/frame_00725.npy,data/images/frame_00287.npy,725,287,438,76,NA,2,0,False
data/images/frame_00726.npy,data/images/frame_00287.npy,726,287,439,76,NA,2,0,False
data/images/frame_00727.npy,data/images/frame_00287.npy,727,287,440,74,NA,2,0,False
data/images/frame_00728.npy,data/images/frame_00287.npy,728,287,441,74,NA,2,0,False
data/images/frame_00729.npy,data/images/frame_00287.npy,729,287,442,78,NA,2,0,False
data/images/frame_00730.npy,data/images/frame_00287.npy,730,287,443,76,NA,2,0,False
data/images/frame_00731.npy,data/images/nframe_05276.npy,731,5276,4545,78,NA,3,3,False
data/images/frame_00732.npy,data/images/frame_01752.npy,732,1752,1020,80,NA,3,3,False
data/images/frame_00733.npy,data/images/frame_00287.npy,733,287,446,80,NA,2,0,False
data/images/frame_00734.npy,data/images/frame_01477.npy,734,1477,743,80,NA,2,0,False
data/images/frame_00735.npy,data/images/frame_01478.npy,735,1478,743,78,NA,2,0,False
data/images/frame_00736.npy,data/images/frame_00287.npy,736,287,449,78,NA,2,0,False
data/images/frame_00737.npy,data/images/nframe_06928.npy,737,6928,6191,80,NA,2,1,False
data/images/frame_00738.npy,data/images/frame_01480.npy,738,1480,742,80,NA,2,0,False
data/images/frame_00739.npy,data/images/frame_00287.npy,739,287,452,84,NA,2,0,False
data/images/frame_00740.npy,data/images/nframe_05408.npy,740,5408,4668,84,NA,2,1,False
data/images/frame_00741.npy,data/images/nframe_04820.npy,741,4820,4079,80,NA,2,1,False
data/images/frame_00742.npy,data/images/nframe_04820.npy,742,4820,4078,74,NA,2,1,False
data/images/frame_00743.npy,data/images/frame_01041.npy,743,1041,298,80,NA,2,2,False
data/images/frame_00744.npy,data/images/nframe_05415.npy,744,5415,4671,72,NA,2,2,False
data/images/frame_00745.npy,data/images/frame_01041.npy,745,1041,296,74,NA,2,2,False
data/images/frame_00746.npy,data/images/nframe_01504.npy,746,1504,758,72,NA,2,12,False
data/images/frame_00747.npy,data/images/nframe_06948.npy,747,6948,6201,76,NA,2,1,False
data/images/frame_00748.npy,data/images/nframe_06948.npy,748,6948,6200,74,NA,2,1,False
data/images/frame_00749.npy,data/images/nframe_04820.npy,749,4820,4071,70,NA,1,1,False
data/images/frame_00750.npy,data/images/nframe_04821.npy,750,4821,4071,78,NA,1,1,False
data/images/frame_00751.npy,data/images/nframe_06952.npy,751,6952,6201,72,NA,1,1,False
data/images/frame_00752.npy,data/images/nframe_05413.npy,752,5413,4661,74,NA,1,1,False
data/images/frame_00753.npy,data/images/nframe_09285.npy,753,9285,8532,68,NA,1,1,False
data/images/frame_00754.npy,data/images/nframe_05412.npy,754,5412,4658,70,NA,1,3,False
data/images/frame_00755.npy,data/images/frame_01568.npy,755,1568,813,70,NA,1,1,False
data/images/frame_00756.npy,data/images/nframe_05413.npy,756,5413,4657,66,NA,1,1,False
data/images/frame_00757.npy,data/images/nframe_05413.npy,757,5413,4656,62,NA,1,1,False
data/images/frame_00758.npy,data/images/nframe_05413.npy,758,5413,4655,66,NA,2,1,False
data/images/frame_00759.npy,data/images/nframe_05413.npy,759,5413,4654,68,NA,2,1,False
data/images/frame_00760.npy,data/images/nframe_05413.npy,760,5413,4653,68,NA,2,1,False
data/images/frame_00761.npy,data/images/nframe_05413.npy,761,5413,4652,68,NA,2,1,False
data/images/frame_00762.npy,data/images/nframe_05413.npy,762,5413,4651,70,NA,2,1,False
data/images/frame_00763.npy,data/images/frame_00299.npy,763,299,464,74,NA,2,0,False
data/images/frame_00764.npy,data/images/nframe_04815.npy,764,4815,4051,74,NA,2,1,False
data/images/frame_00765.npy,data/images/nframe_05413.npy,765,5413,4648,70,NA,2,1,False
data/images/frame_00766.npy,data/images/nframe_05413.npy,766,5413,4647,70,NA,2,1,False
data/images/frame_00767.npy,data/images/frame_00784.npy,767,784,17,68,NA,2,1,False
data/images/frame_00832.npy,data/images/nframe_08418.npy,832,8418,7586,76,NA,3,4,False
data/images/frame_00833.npy,data/images/nframe_08418.npy,833,8418,7585,76,NA,3,4,False
data/images/frame_00834.npy,data/images/nframe_08418.npy,834,8418,7584,78,NA,3,4,False
data/images/frame_00835.npy,data/images/nframe_08418.npy,835,8418,7583,78,NA,3,4,False
data/images/frame_00836.npy,data/images/nframe_08424.npy,836,8424,7588,76,NA,3,5,False
data/images/frame_00837.npy,data/images/nframe_08424.npy,837,8424,7587,78,NA,3,5,False
data/images/frame_00838.npy,data/images/frame_00572.npy,838,572,266,82,NA,3,0,False
data/images/frame_00839.npy,data/images/frame_00279.npy,839,279,560,84,NA,3,2,False
data/images/frame_00840.npy,data/images/frame_00572.npy,840,572,268,82,NA,3,0,False
data/images/frame_00841.npy,data/images/frame_00572.npy,841,572,269,82,NA,3,0,False
data/images/frame_00842.npy,data/images/nframe_04040.npy,842,4040,3198,78,NA,4,1,False
data/images/frame_00843.npy,data/images/nframe_07380.npy,843,7380,6537,80,NA,4,2,False
data/images/frame_00844.npy,data/images/nframe_04040.npy,844,4040,3196,80,NA,4,1,False
data/images/frame_00845.npy,data/images/nframe_07378.npy,845,7378,6533,82,NA,3,2,False
data/images/frame_00846.npy,data/images/frame_01055.npy,846,1055,209,84,NA,4,3,False
data/images/frame_00847.npy,data/images/nframe_07380.npy,847,7380,6533,82,NA,4,2,False
data/images/frame_00848.npy,data/images/nframe_01789.npy,848,1789,941,82,NA,3,6,False
data/images/frame_00849.npy,data/images/nframe_01789.npy,849,1789,940,84,NA,3,6,False
data/images/frame_00850.npy,data/images/nframe_07379.npy,850,7379,6529,80,NA,3,2,False
data/images/frame_00851.npy,data/images/frame_00530.npy,851,530,321,82,NA,3,0,False
data/images/frame_00852.npy,data/images/nframe_07381.npy,852,7381,6529,78,NA,4,1,False
data/images/frame_00853.npy,data/images/nframe_07381.npy,853,7381,6528,76,NA,4,1,False
data/images/frame_00854.npy,data/images/nframe_09892.npy,854,9892,9038,76,NA,4,4,False
data/images/frame_00855.npy,data/images/nframe_09892.npy,855,9892,9037,82,NA,4,4,False
data/images/frame_00856.npy,data/images/frame_01049.npy,856,1049,193,84,NA,4,2,False
data/images/frame_00857.npy,data/images/nframe_07382.npy,857,7382,6525,80,NA,4,2,False
data/images/frame_00858.npy,data/images/nframe_08438.npy,858,8438,7580,76,NA,5,4,False
data/images/frame_00859.npy,data/images/nframe_08438.npy,859,8438,7579,82,NA,4,4,False
data/images/frame_00860.npy,data/images/nframe_08426.npy,860,8426,7566,80,NA,4,6,False
data/images/frame_00861.npy,data/images/nframe_07381.npy,861,7381,6520,82,NA,4,1,False
data/images/frame_00862.npy,data/images/nframe_07381.npy,862,7381,6519,84,NA,4,1,False
data/images/frame_00863.npy,data/images/nframe_08441.npy,863,8441,7578,86,NA,4,4,False
data/images/frame_00864.npy,data/images/nframe_08445.npy,864,8445,7581,80,NA,4,5,False
data/images/frame_00865.npy,data/images/nframe_08424.npy,865,8424,7559,86,NA,4,5,False
data/images/frame_00866.npy,data/images/frame_01055.npy,866,1055,189,84,NA,4,3,False
data/images/frame_00867.npy,data/images/nframe_08426.npy,867,8426,7559,84,NA,4,6,False
data/images/frame_00868.npy,data/images/frame_02004.npy,868,2004,1136,84,NA,5,3,False
data/images/frame_00869.npy,data/images/frame_03643.npy,869,3643,2774,82,NA,5,2,False
data/images/frame_00870.npy,data/images/frame_01604.npy,870,1604,734,84,NA,4,2,False
data/images/frame_00871.npy,data/images/frame_01052.npy,871,1052,181,88,NA,4,2,False
data/images/frame_00872.npy,data/images/frame_01605.npy,872,1605,733,84,NA,4,3,False
data/images/frame_00873.npy,data/images/frame_01053.npy,873,1053,180,86,NA,5,2,False
data/images/frame_00874.npy,data/images/frame_01053.npy,874,1053,179,78,NA,5,2,False
data/images/frame_00875.npy,data/images/frame_02860.npy,875,2860,1985,84,NA,5,6,False
data/images/frame_00876.npy,data/images/frame_02764.npy,876,2764,1888,84,NA,5,7,False
data/images/frame_00877.npy,data/images/frame_02779.npy,877,2779,1902,80,NA,5,8,False
data/images/frame_00878.npy,data/images/frame_01050.npy,878,1050,172,84,NA,4,2,False
data/images/frame_00879.npy,data/images/frame_00912.npy,879,912,33,84,NA,5,4,False
data/images/frame_00880.npy,data/images/frame_03643.npy,880,3643,2763,82,NA,5,2,False
data/images/frame_00881.npy,data/images/frame_03643.npy,881,3643,2762,82,NA,5,2,False
data/images/frame_00882.npy,data/images/frame_03643.npy,882,3643,2761,76,NA,5,2,False
data/images/frame_00883.npy,data/images/frame_03643.npy,883,3643,2760,78,NA,5,2,False
data/images/frame_00884.npy,data/images/frame_00916.npy,884,916,32,74,NA,5,4,False
data/images/frame_00885.npy,data/images/frame_00916.npy,885,916,31,76,NA,5,4,False
data/images/frame_00886.npy,data/images/frame_00917.npy,886,917,31,78,NA,5,4,False
data/images/frame_00887.npy,data/images/frame_00916.npy,887,916,29,76,NA,5,4,False
data/images/frame_00888.npy,data/images/frame_00916.npy,888,916,28,80,NA,5,4,False
data/images/frame_00889.npy,data/images/nframe_04838.npy,889,4838,3949,82,NA,5,2,False
data/images/frame_00890.npy,data/images/frame_00920.npy,890,920,30,76,NA,5,5,False
data/images/frame_00891.npy,data/images/frame_00915.npy,891,915,24,76,NA,5,4,False
data/images/frame_00892.npy,data/images/frame_00915.npy,892,915,23,72,NA,5,4,False
data/images/frame_00893.npy,data/images/frame_00914.npy,893,914,21,72,NA,5,4,False
data/images/frame_00894.npy,data/images/frame_02790.npy,894,2790,1896,76,NA,5,9,False
data/images/frame_00895.npy,data/images/frame_02788.npy,895,2788,1893,76,NA,5,8,False
data/images/frame_00933.npy,data/images/frame_00927.npy,933,927,6,30,NA,5,5,False
data/images/frame_00934.npy,data/images/frame_00927.npy,934,927,7,44,NA,5,5,False
data/images/frame_00935.npy,data/images/frame_00927.npy,935,927,8,44,NA,4,5,False
data/images/frame_00936.npy,data/images/frame_00927.npy,936,927,9,50,NA,5,5,False
data/images/frame_00937.npy,data/images/frame_00927.npy,937,927,10,46,NA,4,5,False
data/images/frame_00938.npy,data/images/frame_00927.npy,938,927,11,46,NA,4,5,False
data/images/frame_00939.npy,data/images/frame_00927.npy,939,927,12,42,NA,5,5,False
data/images/frame_00940.npy,data/images/frame_00932.npy,940,932,8,34,NA,5,5,False
data/images/frame_00941.npy,data/images/frame_00932.npy,941,932,9,48,NA,4,5,False
data/images/frame_00942.npy,data/images/frame_00932.npy,942,932,10,46,NA,4,5,False
data/images/frame_00943.npy,data/images/frame_00930.npy,943,930,13,60,NA,4,5,False
data/images/frame_00960.npy,data/images/frame_00927.npy,960,927,33,34,NA,6,5,False
data/images/frame_00961.npy,data/images/frame_00927.npy,961,927,34,42,NA,6,5,False
data/images/frame_00962.npy,data/images/nframe_06810.npy,962,6810,5848,60,NA,6,1,False
data/images/frame_00963.npy,data/images/frame_00279.npy,963,279,684,62,NA,6,2,False
data/images/frame_00964.npy,data/images/frame_00279.npy,964,279,685,64,NA,6,2,False
data/images/frame_00965.npy,data/images/frame_00931.npy,965,931,34,62,NA,5,6,False
data/images/frame_00966.npy,data/images/frame_00932.npy,966,932,34,38,NA,5,5,False
data/images/frame_00967.npy,data/images/frame_00932.npy,967,932,35,42,NA,5,5,False
data/images/frame_00968.npy,data/images/frame_00932.npy,968,932,36,32,NA,6,5,False
data/images/frame_00969.npy,data/images/frame_00932.npy,969,932,37,24,NA,5,5,False
data/images/frame_00970.npy,data/images/frame_00932.npy,970,932,38,32,NA,5,5,False
data/images/frame_00971.npy,data/images/frame_00931.npy,971,931,40,62,NA,5,6,False
data/images/frame_00972.npy,data/images/nframe_06810.npy,972,6810,5838,60,NA,5,1,False
data/images/frame_00973.npy,data/images/frame_00931.npy,973,931,42,60,NA,5,6,False
data/images/frame_00974.npy,data/images/nframe_06810.npy,974,6810,5836,62,NA,5,1,False
data/images/frame_00975.npy,data/images/frame_00279.npy,975,279,696,56,NA,4,2,False
data/images/frame_00976.npy,data/images/frame_00279.npy,976,279,697,60,NA,5,2,False
data/images/frame_00977.npy,data/images/nframe_06810.npy,977,6810,5833,66,NA,5,1,False
data/images/frame_00978.npy,data/images/frame_00930.npy,978,930,48,64,NA,5,5,False
data/images/frame_00979.npy,data/images/frame_00279.npy,979,279,700,66,NA,5,2,False
data/images/frame_00980.npy,data/images/nframe_06810.npy,980,6810,5830,62,NA,4,1,False
data/images/frame_00981.npy,data/images/nframe_06810.npy,981,6810,5829,62,NA,4,1,False
data/images/frame_00982.npy,data/images/nframe_06810.npy,982,6810,5828,62,NA,4,1,False
data/images/frame_00983.npy,data/images/nframe_06810.npy,983,6810,5827,60,NA,5,1,False
data/images/frame_00984.npy,data/images/frame_00279.npy,984,279,705,52,NA,5,2,False
data/images/frame_00985.npy,data/images/frame_00279.npy,985,279,706,46,NA,5,2,False
data/images/frame_00986.npy,data/images/nframe_06757.npy,986,6757,5771,66,NA,5,1,False
data/images/frame_00987.npy,data/images/frame_01053.npy,987,1053,66,66,NA,4,2,False
data/images/frame_00988.npy,data/images/nframe_06757.npy,988,6757,5769,60,NA,4,1,False
data/images/frame_00989.npy,data/images/nframe_06725.npy,989,6725,5736,62,NA,5,1,False
data/images/frame_00990.npy,data/images/frame_00279.npy,990,279,711,62,NA,5,2,False
data/images/frame_00991.npy,data/images/frame_00279.npy,991,279,712,54,NA,5,2,False
data/images/frame_00992.npy,data/images/frame_00279.npy,992,279,713,56,NA,4,2,False
data/images/frame_00993.npy,data/images/frame_00279.npy,993,279,714,58,NA,4,2,False
data/images/frame_00994.npy,data/images/frame_01042.npy,994,1042,48,56,NA,4,2,False
data/images/frame_00995.npy,data/images/frame_01040.npy,995,1040,45,60,NA,4,2,False
data/images/frame_00996.npy,data/images/frame_00280.npy,996,280,716,62,NA,4,4,False
data/images/frame_00997.npy,data/images/frame_00280.npy,997,280,717,48,NA,4,4,False
data/images/frame_00998.npy,data/images/nframe_06952.npy,998,6952,5954,56,NA,4,1,False
data/images/frame_00999.npy,data/images/frame_00280.npy,999,280,719,54,NA,4,4,False
data/images/frame_01000.npy,data/images/nframe_06748.npy,1000,6748,5748,58,NA,4,1,False
data/images/frame_01001.npy,data/images/nframe_06748.npy,1001,6748,5747,58,NA,4,1,False
