sample_id_a,sample_id_b,sources,proxy_group_id,outer_fold
nframe_01381,nframe_01382,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01386,nframe_01387,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01394,nframe_01395,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01419,nframe_01420,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01423,nframe_01424,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01425,nframe_01426,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01427,nframe_01428,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01432,nframe_01433,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01435,nframe_01436,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01438,nframe_01439,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01444,nframe_01445,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01446,nframe_01447,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01496,nframe_01497,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01526,nframe_01527,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01554,nframe_01555,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01568,nframe_01569,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01581,nframe_01582,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01593,nframe_01594,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01612,nframe_01613,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01626,nframe_01627,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01636,nframe_01637,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01653,nframe_01654,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01663,nframe_01664,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01707,nframe_01708,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01711,nframe_01712,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01724,nframe_01725,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01729,nframe_01730,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01735,nframe_01736,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01818,nframe_01819,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01829,nframe_01830,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01871,nframe_01872,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01878,nframe_01879,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01958,nframe_01959,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01962,nframe_01963,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01965,nframe_01966,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01970,nframe_01971,exact_decoded_rgb_sha256,V86PG0003,1
nframe_01992,nframe_01993,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02001,nframe_02002,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02005,nframe_02006,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02008,nframe_02009,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02011,nframe_02012,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02022,nframe_02023,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02057,nframe_02058,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02077,nframe_02078,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02088,nframe_02089,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02097,nframe_02098,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02114,nframe_02115,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02128,nframe_02129,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02140,nframe_02141,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02144,nframe_02145,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02156,nframe_02157,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02175,nframe_02176,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02182,nframe_02183,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02213,nframe_02214,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02225,nframe_02226,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02243,nframe_02244,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02267,nframe_02268,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02279,nframe_02280,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02296,nframe_02297,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02358,nframe_02359,exact_decoded_rgb_sha256,V86PG0003,1
nframe_02424,nframe_02425,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02440,nframe_02441,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02472,nframe_02473,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02479,nframe_02480,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02486,nframe_02487,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02511,nframe_02512,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02513,nframe_02514,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02536,nframe_02537,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02548,nframe_02549,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02552,nframe_02553,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02566,nframe_02567,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02574,nframe_02575,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02578,nframe_02579,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02583,nframe_02584,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02592,nframe_02593,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02601,nframe_02602,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02619,nframe_02620,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02633,nframe_02634,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02664,nframe_02665,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02667,nframe_02668,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02673,nframe_02674,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02687,nframe_02688,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02701,nframe_02702,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02706,nframe_02707,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02725,nframe_02726,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02728,nframe_02729,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02739,nframe_02740,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02782,nframe_02783,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02787,nframe_02788,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02817,nframe_02818,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02846,nframe_02847,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02850,nframe_02851,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02864,nframe_02865,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02867,nframe_02868,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02869,nframe_02870,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02890,nframe_02891,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02900,nframe_02901,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02946,nframe_02947,exact_decoded_rgb_sha256,V86PG0004,4
nframe_02952,nframe_02953,exact_decoded_rgb_sha256,V86PG0004,4
nframe_03287,nframe_03288,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03289,nframe_03290,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03301,nframe_03302,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03309,nframe_03310,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03317,nframe_03318,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03334,nframe_03335,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03363,nframe_03364,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03372,nframe_03373,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03388,nframe_03389,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03400,nframe_03401,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03408,nframe_03409,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03444,nframe_03445,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03451,nframe_03452,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03466,nframe_03467,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03476,nframe_03477,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03478,nframe_03479,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03490,nframe_03491,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03499,nframe_03500,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03502,nframe_03503,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03517,nframe_03518,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03528,nframe_03529,exact_decoded_rgb_sha256,V86PG0009,2
nframe_03669,nframe_03670,exact_decoded_rgb_sha256,V86PG0010,3
nframe_03681,nframe_03682,exact_decoded_rgb_sha256,V86PG0010,3
nframe_03689,nframe_03690,exact_decoded_rgb_sha256,V86PG0010,3
nframe_03692,nframe_03693,exact_decoded_rgb_sha256,V86PG0010,3
nframe_03795,nframe_03796,exact_decoded_rgb_sha256,V86PG0013,2
nframe_03802,nframe_03803,exact_decoded_rgb_sha256,V86PG0013,2
nframe_03808,nframe_03809,exact_decoded_rgb_sha256,V86PG0013,2
nframe_03837,nframe_03838,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03843,nframe_03844,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03848,nframe_03849,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03859,nframe_03860,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03861,nframe_03862,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03876,nframe_03877,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03892,nframe_03893,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03902,nframe_03903,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03914,nframe_03915,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03917,nframe_03918,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03920,nframe_03921,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03923,nframe_03924,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03925,nframe_03926,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03959,nframe_03960,exact_decoded_rgb_sha256,V86PG0014,2
nframe_03975,nframe_03976,exact_decoded_rgb_sha256,V86PG0014,2
nframe_04001,nframe_04002,exact_decoded_rgb_sha256,V86PG0014,2
nframe_04004,nframe_04005,exact_decoded_rgb_sha256,V86PG0014,2
nframe_04006,nframe_04007,exact_decoded_rgb_sha256,V86PG0014,2
nframe_04102,nframe_04103,exact_decoded_rgb_sha256,V86PG0015,3
nframe_04105,nframe_04106,exact_decoded_rgb_sha256,V86PG0015,3
nframe_04117,nframe_04118,exact_decoded_rgb_sha256,V86PG0015,3
nframe_04261,nframe_04262,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04263,nframe_04264,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04298,nframe_04299,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04301,nframe_04302,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04309,nframe_04310,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04323,nframe_04324,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04325,nframe_04326,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04333,nframe_04334,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04338,nframe_04339,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04360,nframe_04361,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04380,nframe_04381,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04403,nframe_04404,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04405,nframe_04406,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04418,nframe_04419,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04475,nframe_04476,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04484,nframe_04485,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04495,nframe_04496,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04511,nframe_04512,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04522,nframe_04523,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04543,nframe_04544,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04563,nframe_04564,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04577,nframe_04578,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04604,nframe_04605,exact_decoded_rgb_sha256,V86PG0017,3
nframe_04679,nframe_04680,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04706,nframe_04707,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04716,nframe_04717,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04735,nframe_04736,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04754,nframe_04755,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04764,nframe_04765,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04792,nframe_04793,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04806,nframe_04807,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04817,nframe_04818,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04855,nframe_04856,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04872,nframe_04873,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04880,nframe_04881,exact_decoded_rgb_sha256,V86PG0018,4
nframe_04979,nframe_04980,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05001,nframe_05002,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05003,nframe_05004,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05035,nframe_05036,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05051,nframe_05052,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05053,nframe_05054,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05084,nframe_05085,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05096,nframe_05097,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05121,nframe_05122,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05166,nframe_05167,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05171,nframe_05172,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05178,nframe_05179,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05180,nframe_05181,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05191,nframe_05192,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05233,nframe_05234,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05250,nframe_05251,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05255,nframe_05256,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05262,nframe_05263,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05268,nframe_05269,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05280,nframe_05281,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05282,nframe_05283,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05332,nframe_05333,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05337,nframe_05338,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05342,nframe_05343,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05390,nframe_05391,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05419,nframe_05420,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05426,nframe_05427,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05435,nframe_05436,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05437,nframe_05438,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05441,nframe_05442,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05450,nframe_05451,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05457,nframe_05458,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05469,nframe_05470,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05484,nframe_05485,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05515,nframe_05516,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05519,nframe_05520,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05522,nframe_05523,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05529,nframe_05530,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05543,nframe_05544,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05562,nframe_05563,exact_decoded_rgb_sha256,V86PG0020,3
nframe_05603,nframe_05604,exact_decoded_rgb_sha256,V86PG0021,3
nframe_05621,nframe_05622,exact_decoded_rgb_sha256,V86PG0021,3
nframe_05653,nframe_05654,exact_decoded_rgb_sha256,V86PG0021,3
nframe_05655,nframe_05656,exact_decoded_rgb_sha256,V86PG0021,3
nframe_05682,nframe_05683,exact_decoded_rgb_sha256,V86PG0021,3
nframe_06406,nframe_06407,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06434,nframe_06435,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06438,nframe_06439,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06444,nframe_06445,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06451,nframe_06452,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06487,nframe_06488,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06531,nframe_06532,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06561,nframe_06562,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06563,nframe_06564,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06568,nframe_06569,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06574,nframe_06575,exact_decoded_rgb_sha256,V86PG0024,3
nframe_06621,nframe_06622,exact_decoded_rgb_sha256,V86PG0025,3
nframe_06624,nframe_06625,exact_decoded_rgb_sha256,V86PG0025,3
nframe_06629,nframe_06630,exact_decoded_rgb_sha256,V86PG0025,3
nframe_06634,nframe_06635,exact_decoded_rgb_sha256,V86PG0025,3
nframe_06667,nframe_06668,exact_decoded_rgb_sha256,V86PG0025,3
nframe_06670,nframe_06671,exact_decoded_rgb_sha256,V86PG0025,3
nframe_06678,nframe_06679,exact_decoded_rgb_sha256,V86PG0025,3
nframe_06680,nframe_06681,exact_decoded_rgb_sha256,V86PG0025,3
nframe_06727,nframe_06728,exact_decoded_rgb_sha256,V86PG0026,4
nframe_06755,nframe_06756,exact_decoded_rgb_sha256,V86PG0026,4
nframe_06784,nframe_06785,exact_decoded_rgb_sha256,V86PG0026,4
nframe_06787,nframe_06788,exact_decoded_rgb_sha256,V86PG0026,4
nframe_06792,nframe_06793,exact_decoded_rgb_sha256,V86PG0026,4
nframe_06795,nframe_06796,exact_decoded_rgb_sha256,V86PG0026,4
nframe_06797,nframe_06798,exact_decoded_rgb_sha256,V86PG0026,4
nframe_06936,nframe_06937,exact_decoded_rgb_sha256,V86PG0028,2
nframe_06938,nframe_06939,exact_decoded_rgb_sha256,V86PG0028,2
nframe_06961,nframe_06962,exact_decoded_rgb_sha256,V86PG0028,2
nframe_06974,nframe_06975,exact_decoded_rgb_sha256,V86PG0028,2
nframe_06981,nframe_06982,exact_decoded_rgb_sha256,V86PG0028,2
nframe_06984,nframe_06985,exact_decoded_rgb_sha256,V86PG0028,2
nframe_06986,nframe_06987,exact_decoded_rgb_sha256,V86PG0028,2
nframe_06997,nframe_06998,exact_decoded_rgb_sha256,V86PG0028,2
nframe_06999,nframe_07000,exact_decoded_rgb_sha256,V86PG0028,2
nframe_07005,nframe_07006,exact_decoded_rgb_sha256,V86PG0028,2
nframe_07131,nframe_07132,exact_decoded_rgb_sha256,V86PG0030,4
nframe_07139,nframe_07140,exact_decoded_rgb_sha256,V86PG0030,4
nframe_07144,nframe_07145,exact_decoded_rgb_sha256,V86PG0030,4
nframe_07154,nframe_07155,exact_decoded_rgb_sha256,V86PG0030,4
nframe_07172,nframe_07173,exact_decoded_rgb_sha256,V86PG0030,4
nframe_07175,nframe_07176,exact_decoded_rgb_sha256,V86PG0030,4
nframe_07235,nframe_07236,exact_decoded_rgb_sha256,V86PG0030,4
nframe_07365,nframe_07366,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07367,nframe_07368,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07375,nframe_07376,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07382,nframe_07383,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07400,nframe_07401,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07409,nframe_07410,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07419,nframe_07420,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07424,nframe_07425,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07427,nframe_07428,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07447,nframe_07448,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07458,nframe_07459,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07462,nframe_07463,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07465,nframe_07466,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07507,nframe_07508,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07510,nframe_07511,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07515,nframe_07516,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07532,nframe_07533,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07540,nframe_07541,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07545,nframe_07546,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07551,nframe_07552,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07564,nframe_07565,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07566,nframe_07567,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07570,nframe_07571,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07573,nframe_07574,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07577,nframe_07578,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07599,nframe_07600,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07633,nframe_07634,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07647,nframe_07648,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07654,nframe_07655,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07656,nframe_07657,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07698,nframe_07699,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07719,nframe_07720,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07732,nframe_07733,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07747,nframe_07748,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07749,nframe_07750,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07755,nframe_07756,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07760,nframe_07761,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07768,nframe_07769,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07797,nframe_07798,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07823,nframe_07824,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07835,nframe_07836,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07860,nframe_07861,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07880,nframe_07881,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07896,nframe_07897,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07900,nframe_07901,exact_decoded_rgb_sha256,V86PG0032,2
nframe_07914,nframe_07915,exact_decoded_rgb_sha256,V86PG0032,2
