sample_id,proxy_group_id,outer_fold,family,numeric_id,gt_boxes,zero_target
frame_00327,V86PG0001,0,frame,327,1,0
frame_00328,V86PG0001,0,frame,328,1,0
frame_00329,V86PG0001,0,frame,329,2,0
frame_00330,V86PG0001,0,frame,330,1,0
frame_00331,V86PG0001,0,frame,331,1,0
frame_00332,V86PG0001,0,frame,332,2,0
frame_00333,V86PG0001,0,frame,333,2,0
frame_00334,V86PG0001,0,frame,334,2,0
frame_00335,V86PG0001,0,frame,335,1,0
frame_00336,V86PG0001,0,frame,336,1,0
frame_00337,V86PG0001,0,frame,337,1,0
frame_00338,V86PG0001,0,frame,338,1,0
frame_00339,V86PG0001,0,frame,339,2,0
frame_00340,V86PG0001,0,frame,340,2,0
frame_00341,V86PG0001,0,frame,341,2,0
frame_00342,V86PG0001,0,frame,342,2,0
frame_00343,V86PG0001,0,frame,343,1,0
frame_00344,V86PG0001,0,frame,344,1,0
frame_00345,V86PG0001,0,frame,345,1,0
frame_00346,V86PG0001,0,frame,346,1,0
frame_00347,V86PG0001,0,frame,347,1,0
frame_00348,V86PG0001,0,frame,348,1,0
frame_00349,V86PG0001,0,frame,349,1,0
frame_00350,V86PG0001,0,frame,350,1,0
frame_00351,V86PG0001,0,frame,351,1,0
frame_00352,V86PG0001,0,frame,352,1,0
frame_00353,V86PG0001,0,frame,353,1,0
frame_00354,V86PG0001,0,frame,354,1,0
frame_00355,V86PG0001,0,frame,355,2,0
frame_00356,V86PG0001,0,frame,356,2,0
frame_00357,V86PG0001,0,frame,357,2,0
frame_00358,V86PG0001,0,frame,358,1,0
frame_00359,V86PG0001,0,frame,359,1,0
frame_00360,V86PG0001,0,frame,360,1,0
frame_00361,V86PG0001,0,frame,361,0,1
frame_00362,V86PG0001,0,frame,362,1,0
frame_00363,V86PG0001,0,frame,363,1,0
frame_00364,V86PG0001,0,frame,364,1,0
frame_00365,V86PG0001,0,frame,365,1,0
frame_00366,V86PG0001,0,frame,366,1,0
frame_00367,V86PG0001,0,frame,367,1,0
frame_00368,V86PG0001,0,frame,368,1,0
frame_00369,V86PG0001,0,frame,369,1,0
frame_00370,V86PG0001,0,frame,370,1,0
frame_00371,V86PG0001,0,frame,371,1,0
frame_00372,V86PG0001,0,frame,372,1,0
frame_00373,V86PG0001,0,frame,373,2,0
frame_00374,V86PG0001,0,frame,374,1,0
frame_00375,V86PG0001,0,frame,375,1,0
frame_00376,V86PG0001,0,frame,376,1,0
frame_00377,V86PG0001,0,frame,377,1,0
frame_00378,V86PG0001,0,frame,378,1,0
frame_00379,V86PG0001,0,frame,379,1,0
frame_00380,V86PG0001,0,frame,380,1,0
frame_00381,V86PG0001,0,frame,381,1,0
frame_00382,V86PG0001,0,frame,382,0,1
frame_00383,V86PG0001,0,frame,383,0,1
frame_00384,V86PG0001,0,frame,384,0,1
frame_00385,V86PG0001,0,frame,385,0,1
frame_00386,V86PG0001,0,frame,386,0,1
frame_00387,V86PG0001,0,frame,387,0,1
frame_00388,V86PG0001,0,frame,388,0,1
frame_00389,V86PG0001,0,frame,389,0,1
frame_00390,V86PG0001,0,frame,390,0,1
frame_00391,V86PG0001,0,frame,391,0,1
frame_00392,V86PG0001,0,frame,392,0,1
frame_00393,V86PG0001,0,frame,393,0,1
frame_00394,V86PG0001,0,frame,394,0,1
frame_00395,V86PG0001,0,frame,395,0,1
frame_00396,V86PG0001,0,frame,396,0,1
frame_00397,V86PG0001,0,frame,397,0,1
frame_00398,V86PG0001,0,frame,398,0,1
frame_00399,V86PG0001,0,frame,399,0,1
frame_00400,V86PG0001,0,frame,400,0,1
frame_00401,V86PG0001,0,frame,401,1,0
frame_00402,V86PG0001,0,frame,402,0,1
frame_00403,V86PG0001,0,frame,403,0,1
frame_00404,V86PG0001,0,frame,404,0,1
frame_00405,V86PG0001,0,frame,405,0,1
frame_00406,V86PG0001,0,frame,406,0,1
frame_00407,V86PG0001,0,frame,407,0,1
frame_00408,V86PG0001,0,frame,408,1,0
frame_00409,V86PG0001,0,frame,409,1,0
frame_00410,V86PG0001,0,frame,410,0,1
frame_00411,V86PG0001,0,frame,411,0,1
frame_00412,V86PG0001,0,frame,412,1,0
frame_00413,V86PG0001,0,frame,413,0,1
frame_00414,V86PG0001,0,frame,414,0,1
frame_00415,V86PG0001,0,frame,415,0,1
frame_00416,V86PG0001,0,frame,416,0,1
frame_00417,V86PG0001,0,frame,417,0,1
frame_00418,V86PG0001,0,frame,418,0,1
frame_00419,V86PG0001,0,frame,419,0,1
frame_00420,V86PG0001,0,frame,420,0,1
frame_00421,V86PG0001,0,frame,421,0,1
frame_00422,V86PG0001,0,frame,422,0,1
frame_00423,V86PG0001,0,frame,423,0,1
frame_00424,V86PG0001,0,frame,424,0,1
frame_00425,V86PG0001,0,frame,425,1,0
frame_00426,V86PG0001,0,frame,426,1,0
frame_00427,V86PG0001,0,frame,427,1,0
frame_00428,V86PG0001,0,frame,428,1,0
frame_00429,V86PG0001,0,frame,429,1,0
frame_00430,V86PG0001,0,frame,430,1,0
frame_00431,V86PG0001,0,frame,431,1,0
frame_00432,V86PG0001,0,frame,432,1,0
frame_00433,V86PG0001,0,frame,433,1,0
frame_00434,V86PG0001,0,frame,434,1,0
frame_00435,V86PG0001,0,frame,435,1,0
frame_00436,V86PG0001,0,frame,436,1,0
frame_00437,V86PG0001,0,frame,437,1,0
frame_00438,V86PG0001,0,frame,438,1,0
frame_00439,V86PG0001,0,frame,439,2,0
frame_00440,V86PG0001,0,frame,440,2,0
frame_00441,V86PG0001,0,frame,441,1,0
frame_00442,V86PG0001,0,frame,442,2,0
frame_00443,V86PG0001,0,frame,443,1,0
frame_00444,V86PG0001,0,frame,444,0,1
frame_00445,V86PG0001,0,frame,445,1,0
frame_00446,V86PG0001,0,frame,446,1,0
frame_00447,V86PG0001,0,frame,447,0,1
frame_00448,V86PG0001,0,frame,448,0,1
frame_00449,V86PG0001,0,frame,449,0,1
frame_00450,V86PG0001,0,frame,450,0,1
frame_00451,V86PG0001,0,frame,451,0,1
frame_00452,V86PG0001,0,frame,452,0,1
frame_00453,V86PG0001,0,frame,453,1,0
frame_00454,V86PG0001,0,frame,454,1,0
frame_00455,V86PG0001,0,frame,455,1,0
frame_00456,V86PG0001,0,frame,456,1,0
frame_00457,V86PG0001,0,frame,457,0,1
frame_00458,V86PG0001,0,frame,458,0,1
frame_00459,V86PG0001,0,frame,459,0,1
frame_00460,V86PG0001,0,frame,460,0,1
frame_00461,V86PG0001,0,frame,461,0,1
frame_00462,V86PG0001,0,frame,462,1,0
frame_00463,V86PG0001,0,frame,463,1,0
frame_00464,V86PG0001,0,frame,464,1,0
frame_00465,V86PG0001,0,frame,465,0,1
frame_00466,V86PG0001,0,frame,466,0,1
frame_00467,V86PG0001,0,frame,467,1,0
frame_00468,V86PG0001,0,frame,468,1,0
frame_00469,V86PG0001,0,frame,469,0,1
frame_00470,V86PG0001,0,frame,470,0,1
frame_00471,V86PG0001,0,frame,471,0,1
frame_00472,V86PG0001,0,frame,472,0,1
frame_00473,V86PG0001,0,frame,473,0,1
frame_00474,V86PG0001,0,frame,474,0,1
frame_00475,V86PG0001,0,frame,475,0,1
frame_00476,V86PG0001,0,frame,476,0,1
frame_00477,V86PG0001,0,frame,477,0,1
frame_00478,V86PG0001,0,frame,478,0,1
frame_00479,V86PG0001,0,frame,479,0,1
frame_00480,V86PG0001,0,frame,480,0,1
frame_00481,V86PG0001,0,frame,481,1,0
frame_00482,V86PG0001,0,frame,482,1,0
frame_00483,V86PG0001,0,frame,483,1,0
frame_00484,V86PG0001,0,frame,484,1,0
frame_00485,V86PG0001,0,frame,485,1,0
frame_00486,V86PG0001,0,frame,486,1,0
frame_00487,V86PG0001,0,frame,487,1,0
frame_00488,V86PG0001,0,frame,488,1,0
frame_00489,V86PG0001,0,frame,489,1,0
frame_00490,V86PG0001,0,frame,490,1,0
frame_00491,V86PG0001,0,frame,491,1,0
frame_00492,V86PG0001,0,frame,492,1,0
frame_00493,V86PG0001,0,frame,493,1,0
frame_00494,V86PG0001,0,frame,494,1,0
frame_00495,V86PG0001,0,frame,495,1,0
frame_00496,V86PG0001,0,frame,496,1,0
frame_00497,V86PG0001,0,frame,497,1,0
frame_00498,V86PG0001,0,frame,498,1,0
frame_00499,V86PG0001,0,frame,499,1,0
frame_00500,V86PG0001,0,frame,500,1,0
frame_00501,V86PG0001,0,frame,501,1,0
frame_00502,V86PG0001,0,frame,502,1,0
frame_00503,V86PG0001,0,frame,503,0,1
frame_00504,V86PG0001,0,frame,504,0,1
frame_00505,V86PG0001,0,frame,505,0,1
frame_00506,V86PG0001,0,frame,506,0,1
frame_00507,V86PG0001,0,frame,507,0,1
frame_00508,V86PG0001,0,frame,508,0,1
frame_00509,V86PG0001,0,frame,509,0,1
frame_00510,V86PG0001,0,frame,510,0,1
frame_00511,V86PG0001,0,frame,511,0,1
frame_00512,V86PG0001,0,frame,512,0,1
frame_00513,V86PG0001,0,frame,513,0,1
frame_00514,V86PG0001,0,frame,514,0,1
frame_00515,V86PG0001,0,frame,515,0,1
frame_00516,V86PG0001,0,frame,516,0,1
frame_00517,V86PG0001,0,frame,517,0,1
frame_00518,V86PG0001,0,frame,518,0,1
frame_00519,V86PG0001,0,frame,519,0,1
frame_00520,V86PG0001,0,frame,520,0,1
frame_00521,V86PG0001,0,frame,521,0,1
frame_00522,V86PG0001,0,frame,522,0,1
frame_00523,V86PG0001,0,frame,523,0,1
frame_00524,V86PG0001,0,frame,524,0,1
frame_00525,V86PG0001,0,frame,525,0,1
frame_00526,V86PG0001,0,frame,526,0,1
frame_00527,V86PG0001,0,frame,527,0,1
frame_00528,V86PG0001,0,frame,528,0,1
frame_00529,V86PG0001,0,frame,529,0,1
frame_00530,V86PG0001,0,frame,530,0,1
frame_00531,V86PG0001,0,frame,531,0,1
frame_00532,V86PG0001,0,frame,532,0,1
frame_00533,V86PG0001,0,frame,533,0,1
frame_00534,V86PG0001,0,frame,534,0,1
frame_00535,V86PG0001,0,frame,535,0,1
frame_00536,V86PG0001,0,frame,536,0,1
frame_00537,V86PG0001,0,frame,537,0,1
frame_00538,V86PG0001,0,frame,538,0,1
frame_00539,V86PG0001,0,frame,539,0,1
frame_00540,V86PG0001,0,frame,540,0,1
frame_00541,V86PG0001,0,frame,541,0,1
frame_00542,V86PG0001,0,frame,542,0,1
frame_00543,V86PG0001,0,frame,543,0,1
frame_00544,V86PG0001,0,frame,544,0,1
frame_00545,V86PG0001,0,frame,545,0,1
frame_00546,V86PG0001,0,frame,546,0,1
frame_00547,V86PG0001,0,frame,547,0,1
frame_00548,V86PG0001,0,frame,548,0,1
frame_00549,V86PG0001,0,frame,549,0,1
frame_00550,V86PG0001,0,frame,550,0,1
frame_00551,V86PG0001,0,frame,551,0,1
frame_00552,V86PG0001,0,frame,552,0,1
frame_00553,V86PG0001,0,frame,553,0,1
frame_00554,V86PG0001,0,frame,554,0,1
frame_00555,V86PG0001,0,frame,555,0,1
frame_00556,V86PG0001,0,frame,556,0,1
frame_00557,V86PG0001,0,frame,557,0,1
frame_00558,V86PG0001,0,frame,558,0,1
frame_00559,V86PG0001,0,frame,559,0,1
frame_00560,V86PG0001,0,frame,560,0,1
frame_00561,V86PG0001,0,frame,561,0,1
frame_00562,V86PG0001,0,frame,562,0,1
frame_00563,V86PG0001,0,frame,563,0,1
frame_00564,V86PG0001,0,frame,564,0,1
frame_00565,V86PG0001,0,frame,565,0,1
frame_00566,V86PG0001,0,frame,566,0,1
frame_00567,V86PG0001,0,frame,567,0,1
frame_00568,V86PG0001,0,frame,568,0,1
frame_00569,V86PG0001,0,frame,569,0,1
frame_00570,V86PG0001,0,frame,570,0,1
frame_00571,V86PG0001,0,frame,571,0,1
frame_00572,V86PG0001,0,frame,572,0,1
frame_00573,V86PG0001,0,frame,573,0,1
frame_00574,V86PG0001,0,frame,574,0,1
frame_00575,V86PG0001,0,frame,575,0,1
frame_00576,V86PG0001,0,frame,576,0,1
frame_00577,V86PG0001,0,frame,577,0,1
frame_00578,V86PG0001,0,frame,578,0,1
frame_00579,V86PG0001,0,frame,579,0,1
