component_id,allocated_split,rel_path,family,numeric_id,rgb_sha256,gt_boxes,component_size,component_provenance
C00008,guard,data/images/nframe_03287.npy,nframe,3287,0aabc63ecaa0b28ac8db8465bc5c5df08f5b63cebd3477cf93a932024b326d99,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03288.npy,nframe,3288,0aabc63ecaa0b28ac8db8465bc5c5df08f5b63cebd3477cf93a932024b326d99,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03289.npy,nframe,3289,59d69ac6c135f60050c0322f42e6dfc3f0d03be4f341d561efe77e73fddf2377,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03290.npy,nframe,3290,59d69ac6c135f60050c0322f42e6dfc3f0d03be4f341d561efe77e73fddf2377,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03291.npy,nframe,3291,23126d3525632155d3c63820e991d17d2e2dff855c33e5f3c0b2412077947e62,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03292.npy,nframe,3292,6c118c267f1dbfec5d323eeecadc5677704a875de0b26e1622b51abae8b8ea99,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03293.npy,nframe,3293,600f8ec3666337d60126d85ca092cc4359a8a36ec7e24490a5b053e1517abee1,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03294.npy,nframe,3294,2c5b1c65cc773df1190da010f847d9235659ccdf70c16641d0d1011bded32cd5,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03295.npy,nframe,3295,6d93468882af15b3dd80250ba55fb4cb84f901512f79e30fe6675b0c12a6ff2c,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03296.npy,nframe,3296,a3047f042700f4ef0a4ef3a3dee9529d877394c55fdcddeb1fe621953a1da1b4,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03297.npy,nframe,3297,8a4272c68cda9066aae7e66a8731ff5f9c2c0f52705b3db1e0134c51a4371efb,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03298.npy,nframe,3298,6024c8e25a44f1daf2726900829585c2d4529eef145080e1f1531d1d84d0dea7,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03299.npy,nframe,3299,db4d00cf281e21cf62752f50b603dba7485e7f50c599f7dbe5c728734ce842ab,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03300.npy,nframe,3300,a04880f36670df893dfc21bbe48af630e22b916d199fdc9587706d39e6f79505,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03301.npy,nframe,3301,aa1fcce7e9ad4f484a6d67bba794379b9d775d582d8283642a05d0865db55711,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03302.npy,nframe,3302,aa1fcce7e9ad4f484a6d67bba794379b9d775d582d8283642a05d0865db55711,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03303.npy,nframe,3303,0e8317314d2d02253784ec1b1288b006f378620e37d5158b19570b2f69afab69,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03304.npy,nframe,3304,87ab37a117e5248800c8f4738d8e69a030ef96a65b9bab60525f4758b93594b4,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03305.npy,nframe,3305,89caea65b2811c4845fc79af03d9d24402931b001091f4a7b107902fb3995ca1,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03306.npy,nframe,3306,bf6abde901d78aaa5cd5b881034626cd994c3e6d8f9061e2c9c55e1adda10601,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03307.npy,nframe,3307,7baf4b1737919b5bd3c1df0bbed4ffaf88689537dd574e85dc5874a1c28f0f29,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03308.npy,nframe,3308,49ffbc5342a2d17f1b21c71befcd801715d1ec8df12c0a74765a54e490621ac6,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03309.npy,nframe,3309,b6958d1005d05d41244093f7464434622c0e10da58116b3be4b693bc902a829f,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03310.npy,nframe,3310,b6958d1005d05d41244093f7464434622c0e10da58116b3be4b693bc902a829f,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03311.npy,nframe,3311,75be88a7ce6cdcb5b4b9d86d277cb79d0b5e5ed8a731ef3be2d451a09aa6d7c3,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03312.npy,nframe,3312,c1af1ac5cd3580a65d81e0ea36072aade23c184461d86b50a922248cb2c569e0,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03313.npy,nframe,3313,7caec3164d5461f9708bd62ef4e18f89ab466cabf0ebfc2a4e7e20079a97f58c,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03314.npy,nframe,3314,d6684c3dea6640a7b2348dd4e48abc291788b7b54af8a2e2aadfa773b0264b9e,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03315.npy,nframe,3315,f3353df0efe3028eea73ce601f86d8f6bbf5618853f1ae7cdcac2554b8bb03c1,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03316.npy,nframe,3316,3879165c0800260432015b81fe1a3556755e5d9fcf48e4c8e601a54d6841e064,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03317.npy,nframe,3317,19f9a973f0ea7a841408b0d84eefe35187cb5d07fe069894784462ce7a2dbb63,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03318.npy,nframe,3318,19f9a973f0ea7a841408b0d84eefe35187cb5d07fe069894784462ce7a2dbb63,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03319.npy,nframe,3319,cf354145198be644ad9bf13cba70ce0f4e7b64ab950cb9f86534250be68a02e7,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03320.npy,nframe,3320,b76f6d5f821d5abf8660d9c17b811fb50ddebe93f6090497e5ff350c32b5d7cf,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03321.npy,nframe,3321,7a149aeed7c31fddfa1913a2c9b3ccde0e6ccd62b619c3ca5914ae22fb83fc56,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03322.npy,nframe,3322,68d9258ea4f7591ac30bc34fe5fe7fca1c9371c5d15f02d15530e4ae6e9033a2,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03323.npy,nframe,3323,8b3b0861c0b5a7e54eb151f4dc001df4bbcdd5ca997972be641c51aa30e02626,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03324.npy,nframe,3324,cef099722bfbb817243b0bfc8caca2fb982cf78799f6e33983c21701a55dbdd7,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03325.npy,nframe,3325,7ad4f344509efb81b82ce80662f4443db68c97e77e8d9cb19685e57a3fa08f63,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03326.npy,nframe,3326,4f53a47450063d8951b66fbe837daa247bfcc423bca215254ee398f0f4266048,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03331.npy,nframe,3331,f9c420f9eaa69a920ae7a885964282777fedc4a87e2b3136b28ad05410837669,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03332.npy,nframe,3332,2c2d20d2fbfafb24c29fe5373e186d4f2b6d6d8d13e705bb5d09c405b9798348,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03333.npy,nframe,3333,f1fa704f512b5c2a0bc35c5dfe5b65a44b1bee3faf35b768632c3125f3ca3a9a,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03334.npy,nframe,3334,9983d86c25d1c255cacb91d95ff8436c5f103700e755e686125e9a13685ea68a,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03335.npy,nframe,3335,9983d86c25d1c255cacb91d95ff8436c5f103700e755e686125e9a13685ea68a,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03336.npy,nframe,3336,83e45adaf2958e3e1700c3da6aa3bd8c6fc3e4b40d9ad2aa77ddeb203139ad08,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03337.npy,nframe,3337,0773971fcadef32b6cc054b0f62a6730074bab43fa1398f8dc67f3dbeea62ed4,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03338.npy,nframe,3338,ec4d5f1218b19919d3261ea88acafa0c249d0c3079ba131b95d90fb6a68b1405,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03339.npy,nframe,3339,ea566f4077e7e13cf9f806752e8705971d233c34bc9aab2c55e707cf5f024ed8,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03340.npy,nframe,3340,920ef15c4e9f66bb0f93b6023244bdfc3d57cc6886e3f51692ac45922f2c474c,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03341.npy,nframe,3341,4239023d6d8b207a4d651461e234a1adeda09b60b9b8d36ac2b56049f489872b,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03342.npy,nframe,3342,8ff6339afa035221147cbcd322c7b50902b9ae4978b6ea93c82ce81787876536,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03343.npy,nframe,3343,020f9dd9d5e417eed8d7e3bac8112c03520b27fae2027edc02d5f2a305483986,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03344.npy,nframe,3344,ec73e767c6105a1596ebbaf1961f216c2323e5c1dbf5c136ed5ed0b73c78dedd,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03345.npy,nframe,3345,ae50ede80be72bd75200c5d89de838b75f74512d44a55c90627594b700730d58,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03346.npy,nframe,3346,5da19e9c54079d7ebf0b79165d9d9858c34a33fc1f79a8e028165eaf995d5ca8,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03347.npy,nframe,3347,d9dd3c3ce024aeeb4f6f9310c310221a49a8072c45be1510de13c42b166cbc02,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03348.npy,nframe,3348,36365cc7e2a69c6a0fdc8b818d552428289f02f98826d07de21f52c439ce2ea6,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03349.npy,nframe,3349,3c0bf85dad55b47de2d363d62e749a76de0bd072f1f7f73160212fb3b1423e93,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03350.npy,nframe,3350,73a6bbf0bb831a8e842528be78e66042449bccf70696214389f104d5ddbe9bd2,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03351.npy,nframe,3351,42dfb12dec338545ab3d83081cbb5b5f8dc3ba63cf8833cf4a14162043956cf9,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03352.npy,nframe,3352,4edf206dd5185b530eb105229af5c688bd9821f057f28921d33864367f5bf529,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03353.npy,nframe,3353,eb273efa6c71fecea76b9e0ba4ca77e2311e38cec660474e9f6b69b62b9ec6b8,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03354.npy,nframe,3354,92f4743dea07a1fb4639448f7fe2fee1bce6cffe5954ff8e90d01540740d2db7,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03355.npy,nframe,3355,96316f3b93de1d8d42d0ef7b6c183a1d9a01c13c3fc7e652f28c3275ff490516,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03356.npy,nframe,3356,304793e127801490a76d8168cd23ab38550f530284fad3547447b92dacf90370,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03357.npy,nframe,3357,b7225ee228c8079a3bc9b1bebadca78ff6fa456efdd194de6761df7fbd70feaf,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03358.npy,nframe,3358,ce98d03ea7648b8964515d807c2235ce65f1e9df8f581275bfb21e596dfcdf88,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03359.npy,nframe,3359,26a197ec4c2fdf9a572a0062e3b6d634a325dacbb728a9f730135bddb1aff796,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03360.npy,nframe,3360,cf3a7e1907ec0ba95a94166653847e319054ed8f64d06bc90cd239f0023d0482,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03361.npy,nframe,3361,eb7dce30d2a532a85ee6e4b26d4fe2340b92dae79c0ab0fa8c28c4fa2e736347,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03362.npy,nframe,3362,af2285fc51da78b6a1e7f2ef0cf6a7c81bb24c9c7472e35da03a62f9e2e8728b,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03363.npy,nframe,3363,8cfd7e9079ee65804d2a3390ba4d8ea68274f0ea0cc7128f2b9737a9a2fc3a55,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03364.npy,nframe,3364,8cfd7e9079ee65804d2a3390ba4d8ea68274f0ea0cc7128f2b9737a9a2fc3a55,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03365.npy,nframe,3365,9f31b79f1589425391cb86f49e02c0c053cf8f085dab381381cb723efe6af19d,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03366.npy,nframe,3366,2fd8799d5df8ce79f38963d843dddcf0b4797474b5995be3d74251c922f7ef4b,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03367.npy,nframe,3367,a92fa890e5a54d3293a42eaf52603b617b8ef337df979daf070077b629645c8a,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03368.npy,nframe,3368,924d5d9c9620efa2e4456468de5f0b0bb7185799ada0f76c37487ad12ac146ec,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03369.npy,nframe,3369,07a04e683d08fc5dd1f90148aaeed96a48a4a9d143b89a7e1809d5cd800c957a,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03370.npy,nframe,3370,600a463df2db1aa5038438675de6884040fe2b0c64ad0309df16525fac471fdd,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03371.npy,nframe,3371,53a407ef0480f8ffb46fb298f4d6095b5698ecc37b0827ad13297c21c74a4e55,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03372.npy,nframe,3372,1c2a7c754dd1003c17dbcaa6dd01d8f093feaac388145c1786a6581be9aa382a,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03373.npy,nframe,3373,1c2a7c754dd1003c17dbcaa6dd01d8f093feaac388145c1786a6581be9aa382a,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03374.npy,nframe,3374,4c16cf968212bc18a2a477edebc979b92617220e747940cc67159059a63a39f5,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03375.npy,nframe,3375,4f77feda8d7ecd4df5610a8ad6985e54f21ac7cdbfaf8722ea1a816711cea713,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03376.npy,nframe,3376,3544607c6e4c8f2f680957e640598658eb0f8268ee0367c103d7d160a07321e7,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03377.npy,nframe,3377,c0c8e08371365f2a414afc0d849d8bf0287934149ab0b32cd95af6751e2aa868,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03378.npy,nframe,3378,1e2621bcfca3ea4c1ddf57b2d649f5a0365ec444b281c85ebea3bdc370d03203,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03379.npy,nframe,3379,3884347dc429c0a749a37583adeafc4959542a3c00b961877309e9b4824bded2,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03380.npy,nframe,3380,0e1e812cf95e1fb57d7af43457c408c619a1140e227a68d4220d33fa5b3fee77,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03381.npy,nframe,3381,6f420ee0952ea5acd1c9512783f9c1eba0dc8b5404aac348b13257a52c3ed650,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03382.npy,nframe,3382,505eae059a7705dcdf6e5be39e48ff092713fcb0b5e133b29f93ca84f17385e0,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03383.npy,nframe,3383,883f081f487af9c4eb1dbe693a9becb922677ccb102fd27f46a69d18ad679bb7,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03384.npy,nframe,3384,51b704e6e5e6108a3ff59e37299569e64e74558fd366036e44cbfb966a87a330,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03385.npy,nframe,3385,7ed18632c68bd01827ccd4b7e79231901666b6a48546b64ea6f898194629ae76,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03386.npy,nframe,3386,c950016f03c000138f049fdda9499dff586e5e030898e103dab0b1a8d642da5e,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03387.npy,nframe,3387,1d0445cd9dce6f6c55c0596fe9157dab1dc59aa86589777c5c2f0be96490700e,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03388.npy,nframe,3388,2b00370958d914da4bcadac5b1d1d6a2e73bb0050b1e8691f9c56f5f3ca44d93,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03389.npy,nframe,3389,2b00370958d914da4bcadac5b1d1d6a2e73bb0050b1e8691f9c56f5f3ca44d93,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03390.npy,nframe,3390,e29858f52dc091a4417aa28df21fc6625ac61ce968ea7d4547f9fe94eecfb1fc,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03391.npy,nframe,3391,cd003e3888bd2736659b572622532ee3f1433571028e95b47445be27462376da,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03392.npy,nframe,3392,a255e6d9afd8e53b2dc8b0cbd4c0dffaa04f55e1c9c40cc6dc07b810634e97be,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03393.npy,nframe,3393,175344831bb23a52f8c75c61666802c437f3b98d7bdc253da88e304602b7a806,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03394.npy,nframe,3394,e287453033dd1059e3c6e29fbcbf6198f339817816b47972fe2c765a6b687aef,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03395.npy,nframe,3395,77e9d683eee7a54e5bcc82352fcb9a1c920dc23f350d2afb25a9a64d9f7dc45d,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03396.npy,nframe,3396,8b868baf4075a9489e598e2a9524f3147c4b890254f79cce60ff152453556aa6,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03397.npy,nframe,3397,7bcfa94ab9ce326e3cdd192b0f0afea3dc16a24115c91f7eb64473752cfd145e,3,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03398.npy,nframe,3398,2f0e2d3e20678633d5da562bbe0bc7e32ab93c16359f50d52cdfc9774b4ca25e,3,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03399.npy,nframe,3399,8b91029a6be3b7d9fc2b7c05f6bf25263bd80a5708e4ee0f01b8c99e0bf1ac1d,3,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03400.npy,nframe,3400,5f0cad1c2e25bfaeb4a044ba2f821f01b8d4841c40e62aed31b05dae588aa307,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03401.npy,nframe,3401,5f0cad1c2e25bfaeb4a044ba2f821f01b8d4841c40e62aed31b05dae588aa307,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03402.npy,nframe,3402,08a528c7938dac3e4b9742444975bc9be562eebfbc4ed5d25ac83ad7486a290b,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03403.npy,nframe,3403,11a626641fdb701d8bc2acb94c6eb944863b34263e15c235aed77560ef77f68c,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03404.npy,nframe,3404,29df6807be2e3b6bcc68acd71d672dd28dfb7eb9cb817a401e0433b7212263ce,1,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03405.npy,nframe,3405,2ac6bdac8ceb2e87f8c8bb55d0174cd82b24907cb5d384e34a299d1c6186eb43,2,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03406.npy,nframe,3406,3e1ec18bdd5480e457d5fdbfbd6ee224b22fe04547c06a0f13df27e24db0f28b,3,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03407.npy,nframe,3407,83f452164d8ada85a2061029f39d026df5db99f8a4b367c435c94b5da7e32070,3,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03408.npy,nframe,3408,668387fc1a7e752a97996b6af55cd48c0026c3612ffd8e13acaaf7f8ed1b2b6f,3,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03409.npy,nframe,3409,668387fc1a7e752a97996b6af55cd48c0026c3612ffd8e13acaaf7f8ed1b2b6f,3,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03410.npy,nframe,3410,f48f19f0dbd271ea7fa698ba371a1b0efbb0583d5bbf0e08e67ce6a7900de9d6,3,261,exact_rgb_sha256;nframe_distance_le_16
C00008,guard,data/images/nframe_03411.npy,nframe,3411,e4c7a88da1bb54c2aa17a17e9699d72ade57fac9a3fe0d4f5378215b5f225863,3,261,exact_rgb_sha256;nframe_distance_le_16
