sample_id,partition,rgb_path,raw_file_sha256,rgb_pixel_sha256,phash_hex,dhash_hex,height,width,dtype
frame_00023,train,D:\download\triair\data\images\frame_00023.npy,60c124d1a05667442c66c4de2ebd18df7c7443f7a69a4aa3d11b1c906bcdba3b,976c6f43847f639ca35189b064e5323de14972ee6d144ae86f2188837d2c3ce2,e1c75e00dc7d15f0,9c382c2834a03159,301,391,uint8
frame_00024,train,D:\download\triair\data\images\frame_00024.npy,ef2387f94b936c1b26f1446368eeff259f04757170301459a12862a310fcaa5e,28854c7fbcfae7efa22d8850b39954e8fd482c4508faab5bd21dba67b47f0d23,e1cf5e00dc7d0574,bc38ac2838293651,301,391,uint8
frame_00025,train,D:\download\triair\data\images\frame_00025.npy,8d9e3683451fd6a4a3ebd1cf288f16852cb820c4aec267b99b8bac242e267ec1,eff8cb9f3e09678a6b731dafb9d070e40dd84cc3b3a203cd85c4c44136fd2a2f,e3cf9e05fc3504e0,deb8bc2c2c253955,301,391,uint8
frame_00026,train,D:\download\triair\data\images\frame_00026.npy,3f2cc3d3b9d96eebf9af6051ceb77e32961d18cc9f44b7e3ee975981d6d16fbf,b4873910124a7ef590c0ae2c9728823ccb89e8fe3c059591502f4229ca459ac0,e3cf1c1cfc3d8054,96be302c24243279,301,391,uint8
frame_00027,train,D:\download\triair\data\images\frame_00027.npy,8109cdc07d61743ac04bed8c47d3afdc7f6bf6720c283c8c729e4393cec4d96e,8da141f779f4e728ae834a566c9f499345c4d80c2feda0f945f16f6a19381082,e3cf1c0cfc178057,929ebaa82d242278,301,391,uint8
frame_00028,train,D:\download\triair\data\images\frame_00028.npy,b9cecdba94f8c08b85366c5d2f659e05de3e07040993c3d9868f26c9df0c352c,8b6b667741db3aa9e217d11f28f54fd674f311f95ac8a3d5c8b807ace624ab2a,e3cf1c08fc17007f,9a98babc2d2a3530,301,391,uint8
frame_00029,train,D:\download\triair\data\images\frame_00029.npy,236caae1d1f34a7e865738abf76ec18855b16cf86d047cf6d2aa6ba64aae465d,e281f3084686beffd03dae78ab3c81672add24f01b75391b9470d6d47bb50688,e3cf1c8d7c22c03b,92dcb8bc2c2da531,301,391,uint8
frame_00030,train,D:\download\triair\data\images\frame_00030.npy,0dc9e221f77adc41e236e5d2d0bc846c361388fb9917ec8a99afb4606ad41f82,43db4e5d2a483d815542c77091abb00775699a54f299f01d419686d6df29e741,e3ce1c8cfc02c0bf,939ab8bc2c252531,301,391,uint8
frame_00031,train,D:\download\triair\data\images\frame_00031.npy,02db3d1fa017b1e8f23178bffe70e7522c77dc88d1dd7b035201f587c544e289,7d3083c021b601b9cc1c960fd17503dce58fae2a0ddeb6ad9e507e61bdf9bf79,e3ce1c8d7502fa0b,929eb4bc2d2ca539,301,391,uint8
frame_00032,train,D:\download\triair\data\images\frame_00032.npy,b2ef05be07bf3628981913b2145a33bce372023edfe84b9cbdce12ed5d899203,768729e7c60719d996b106e7b6dda3c226bb3ae27483a38ed85ad4716814088d,e3ce1c8d7c02fc19,1296b4b42d2ca531,301,391,uint8
frame_00033,train,D:\download\triair\data\images\frame_00033.npy,70ae27a1e66f6954547593499d60cd2bd2377d6b5031e5f52bb997220c2097f6,c61721c1275d3495d760c1780e7697a60705d19080e4e6391742195bb68fddac,c3ce1cbc3e82fa11,14969eb82924253a,301,391,uint8
frame_00034,train,D:\download\triair\data\images\frame_00034.npy,70d6762340b20368dc5dd829418da5baef83167ea18c3764ce15ed0a7b01501f,f620b06c38ece77d0dc4ea2cb8eaa18554be51e9e79b5ad44fda4fe15fb3b1b0,c3ce1cac360a7f1c,149a9ab8a8292a23,301,391,uint8
frame_00035,train,D:\download\triair\data\images\frame_00035.npy,052a6fcf0281dc56cd6a2b9ff4a40d018c578342e42ffbe2f824aeea85ae7f36,d90e3f2de6eea203df7f96dd55f47881f8b4dd22d93b66d3c2c3d362f9169af7,c3ce1cbd3f00ff00,149a9ab8ac2c2828,301,391,uint8
frame_00036,train,D:\download\triair\data\images\frame_00036.npy,f530f69e24b78c34d000644a04a7db9553c4e525179e4e9a5382d0211fac59f0,102b02b28bac4e916bae4c5ce0ddbd3cac524069f6d83a45ba07f52d58700901,c3ce18ed3e88fd08,d49adabe9c3d28b5,301,391,uint8
frame_00037,train,D:\download\triair\data\images\frame_00037.npy,a6ceaf6a96f1dbf27c4065c9663a21543c5ab8e5b2bcd61f3d3a38c08bee8ca0,721fa619c10bc9dbfdc9734a213b98f623978fe6acbb5edceb941b7508b2ec1d,c3ce1cec2e48ff08,9416dab69c3d24a9,301,391,uint8
frame_00038,train,D:\download\triair\data\images\frame_00038.npy,a8b7dcc3736f22ea52d526beee64cca802a4df5553b5f2470b20952effe526d7,f3007ca279af3c0c3b6218067f9df668e0c3b4434f7eb567c05b7e06376630e8,c3ce18ed2ec83d4c,9410dabcbc2826a1,301,391,uint8
frame_00039,train,D:\download\triair\data\images\frame_00039.npy,c0b1405d93f83eb826667ab1714d3cee168fe69be0e60503b7d5ad4dd63bc4ff,342fd75117c7e8b77c7d39df5e25a6a5cd66242b4bfdf8918423a20f74b22845,c3ce18ad05d83fcc,941296b1bc292c2c,301,391,uint8
frame_00040,train,D:\download\triair\data\images\frame_00040.npy,af1d3e9b772b1f200eba041312027a8a4022093dbad051ca6fc87a58b7e6249f,557a8f626dc1ebf0853cdb99e2700c4db05cf3b1902c832ff3de00d793f8d98d,c3ce18af00dd0dde,941292bdbc282424,301,391,uint8
frame_00041,train,D:\download\triair\data\images\frame_00041.npy,c3af6a7bd8f5e53ecc0b43e351307c5a2aa082762b7bd137c6cfea0fb38d4085,905c022f4c5e7155363781168c1f310d864b68b0a940dfd5c123eb790d475e74,c7ce18eb80dd41c7,541496bcbe282da5,301,391,uint8
frame_00042,train,D:\download\triair\data\images\frame_00042.npy,f85594747dc82c8b58fe9e5791fc28f351998f9344005b1c5b221c3f2dac5ee9,c4ad28b3e456049193ceb99e6d855678c696a5cfead47b16e6e6971d61d7faaf,c7ce18eb40dd13c3,d4149ab934282c29,301,391,uint8
frame_00043,train,D:\download\triair\data\images\frame_00043.npy,4715e5a0908e5bd3ae6c380317a99e6afb7180ffede15f78e29db6ec84d179c3,eaaf3134b88c11d132e6031ec265afd15dd67cceccf99b26e54ad618ec59acef,c7ce38e3c0cbc1c3,bc50939cb2bc282a,301,391,uint8
frame_00044,train,D:\download\triair\data\images\frame_00044.npy,ea75feec12ac72458576ea552ed125b129f56d59e392f06bf02c2dc0e44966cc,1d03281150383680abca207336619dae0cb55f5891b9f7c8b15bfb3963e38679,c7ce38e3c0d9c1c3,3c959a9ab82c2c25,301,391,uint8
frame_00045,train,D:\download\triair\data\images\frame_00045.npy,a19305b5cad94f4c80d2ea890dfd88ab07ea8bd8d910133fcb96f3c4a74e0665,ff1b156bcba611c9128cdc395f68cc2deff4939a88ac53bd193e7fca38ce89fb,c7ceb8e3c0f980d2,1c941a98b9ac2d25,301,391,uint8
frame_00046,train,D:\download\triair\data\images\frame_00046.npy,ce563fa989dc51ab9d6513a98e1327cef0a0655d52f34683b280e58b1efaaf67,49bdc961dfadbacaeda3d27cd138e5ab1711b8679351158a174f31a3ef1f5a0f,c7ceb8e3d0f8c0e0,5c9092dab9bc2834,301,391,uint8
frame_00047,train,D:\download\triair\data\images\frame_00047.npy,7d90163c5949944e60f6d31bd7adfc70793b50ad2f10bee71c8e8e306094c7c9,317b5304813978af7e3458c7516b2fdd124d47877f00d6812a2315ea846f0f91,c7ceb8e2d0f450f0,5c9512d9b2ac2c34,301,391,uint8
frame_00048,train,D:\download\triair\data\images\frame_00048.npy,b12b16be1c128512028947fdf7ee9e374a797ce325a0586e6fc7a3976832bfc7,a062b6899b9d7d81fe6937d7231983a7b24e03e601e15b384279dfb63f5aaac1,c7ceb8e390f140f8,3c9417d9b5bc2c39,301,391,uint8
frame_00049,train,D:\download\triair\data\images\frame_00049.npy,605684709cdcd73ff322e35c1a9061af997514a925aab71580f0220e2234f49d,045bc1dc9face5078e251c15d92df93a7c102f8a603befed86446a54cc3c88fc,c7ceb8a398f87038,1c161190bc38282c,301,391,uint8
frame_00050,train,D:\download\triair\data\images\frame_00050.npy,fa4cfb436120b71d11a9b4e83d8423c7bdd9bf4308bc57a930a3a0ed99becd9e,d7560a9f069b21d9016d629003d00d3ed2445d3a35b457f7306d0b3ae56d3b04,c78cb8cad8745c3c,5c941199bc3a2a2d,301,391,uint8
frame_00051,train,D:\download\triair\data\images\frame_00051.npy,28bbeab3a837b7f0421f613b85ee91bfa6aaa2a60d346c23df8cee0fc6ec507b,fb7dfe1782c994e7f2af197226a7732dde1aae40b29f74d699f8f3585d9dabe1,c78cb8ca1c3f1c1e,1c34d19bbcba342d,301,391,uint8
frame_00052,train,D:\download\triair\data\images\frame_00052.npy,21a84cc9d0f8ac13d1f4cd74e6cbaed2e20b380092ac61619e4786ac525cd72e,41c132de59e0bbe9dbdaef8667e620fbae068d1a322e0aa59d84e37c7d643d5f,c78cb88a9c3d1c3e,1c14959bbeba342d,301,391,uint8
frame_00053,train,D:\download\triair\data\images\frame_00053.npy,466e7eb5a3fccfa4192c1f9d1495f22bd1b32583fb5a00b9d6f324d056eb5b2d,b4dc74b7d319283c0f10796730f7406233e4d4b9e90b3880ee44ee749a9ef171,c78cb88a1d1f1c1f,5d55959b9ab4282d,301,391,uint8
frame_00054,train,D:\download\triair\data\images\frame_00054.npy,5eb5a666f5fa41e7de3fca1071483e8cc43c5946b2705b4bbd35138e209aae6c,7b34b28f3b1b8038bcc7dd989b4b44f65dc4c5d73df8a8fc8dbe700081381288,c79cb88b1d0f0d0f,591d159796b42e2c,301,391,uint8
frame_00055,train,D:\download\triair\data\images\frame_00055.npy,e785f059fcbc08f9ed9301a8438920de51f5f145dd61f1f9fdfe1a3aa978f71a,1f50e2deb601f76f919e8f4d42c81ded3ca248d9b05c48e1a0de9e5e50ca1622,c79cb80f3d0f0d43,591d16199abcba28,301,391,uint8
frame_00056,train,D:\download\triair\data\images\frame_00056.npy,342e9ce567ca5b34518aa1fec265746e93cdd2ae51f4296f7fc406984fba72a8,8032f59a19b16d453d282439eca1b94f486dbaee822f1393f2e26ebc81a0d7b5,c79cb01f1d0f0f83,595c1619dbbcb82a,301,391,uint8
frame_00057,train,D:\download\triair\data\images\frame_00057.npy,7cb349e7e626edc4b19924d97cf74c35f8fb4fa9bc20f2c1066a4a8b1aaf983d,0a242ecbc60fb442740d5163badb28458e0b6528e548e420cbc3d7bc1dc3964a,c79c381f1d0f0ec3,995c1595dbbc3a20,301,391,uint8
frame_00058,train,D:\download\triair\data\images\frame_00058.npy,9a8366507b48e34bbedc161e0642d379f6d053c1abc3406748c25a98499a8cb6,fcf0936a3e3c9f5aee731124cbbcf6c5a0cc274b0254d5e8e146d2f8f4f1dc64,c69c381f1d0f23d3,8d5d35949abeb835,301,391,uint8
frame_00059,train,D:\download\triair\data\images\frame_00059.npy,f77594f79131c1b0f64c6b09e661c7fbac0eb6dbfb80459e171be98a0a1651e6,668f090e77db408c2ea849a82ff1c0c9b64f609531f40fdf365ae308a2e791ec,c69c191f1d0f33d1,8d5d55949b9ebc28,301,391,uint8
frame_00060,train,D:\download\triair\data\images\frame_00060.npy,f76c43eebae00770ecbf2817c3fc0ed78973a34ad118f0ded54516050e119e49,976f69c597fe158b81a67d032f6ecd60756afe826db8bf6336d482d295a0efe5,ce9c191f1b8b9398,ad5d3d9455d2bcae,301,391,uint8
frame_00061,train,D:\download\triair\data\images\frame_00061.npy,02e22d21fe2e8d74c4641948f1766f018155628b941a1087eaf7501f7ca96f80,2f3f109ad6926c6d42e42abdc670929537cefac4093a49276193dac0dfa741be,ce9c191f1bcb7148,aa491d161193bcba,301,391,uint8
frame_00062,train,D:\download\triair\data\images\frame_00062.npy,c89178a6fb99dab84a3804d4237d5515d02ffa1053c0d1a1e8e64264983948da,5f4036d3a4055e69ebf27be74be4c547f45fd9cbb542dfc7a04df89a4399ad2f,ce9c191f4b4b592c,49495c15119bbc3e,301,391,uint8
frame_00063,train,D:\download\triair\data\images\frame_00063.npy,7b1666124edf3a3937b5994be2364159d4553685193002a9733c5c7b7daf8f06,4fe4456a2cdce879b0abffb807c109592626c479495044018682f2816e52e83e,ce1c191f49c97d0d,4d8c5d55909bb8b6,301,391,uint8
frame_00064,train,D:\download\triair\data\images\frame_00064.npy,c71dc0ae1a76021bdc6d3701671e18777c6f6be7a2607cc5fd1c267f24465edd,fed4474af1b5102051be3241ec09729001bb1b580e4c2777f526cce7d35e2ee4,ce1c195f6961750d,49981d55959fb6b5,301,391,uint8
frame_00065,train,D:\download\triair\data\images\frame_00065.npy,19f9a90e3740d63223e7f0b05e88296543c52e7c3b6e8c6273c8c7097888d2c1,983207df3579111a3f340e77bc003d1a9c21e8b6a93964970620973a59a4257f,ce1c594fe15165e4,c9a95d5d141a95b5,301,391,uint8
frame_00066,train,D:\download\triair\data\images\frame_00066.npy,57ce257cbd4fcec4975f64537256864f7a69f8891007419d06fca260acd5497d,311410fa426c6b9cca8bf95b2b7272399fbc3a9ad5189d742713430d9dc6f5f9,ce1c595dc1f484f4,8dab5d1c161992bd,301,391,uint8
frame_00067,train,D:\download\triair\data\images\frame_00067.npy,d89875984dc46d9b8dc4a5bcdb5d206068da4affd8c870aec6f718b414c85192,139f26bede40fb64320a401996a64926464c2ba2adffb6c4f3dc608099f8134f,ce1c594dc1d585d3,8da95d1d161b92bd,301,391,uint8
frame_00068,train,D:\download\triair\data\images\frame_00068.npy,b03fc279a0ad61d680b483d33daec71ebeff393e3e26a77c83c8b235d00d0461,622a45d230c3ca77c6aae887554f54d41e69988e7d5ff97aa7a527547170cbd8,ce1c595dc1d505e5,89aa5d1c161b97bd,301,391,uint8
frame_00069,train,D:\download\triair\data\images\frame_00069.npy,68cb0e08e173576866615584b206523e1577fd2835a268a52139d5e188661596,226aa4c2cb3a1a810745261444eda01f823cc1ae41baaa788bbd0270b6203bcd,ce1c594de15585a7,892d5d5d56199bbb,301,391,uint8
frame_00070,train,D:\download\triair\data\images\frame_00070.npy,cdde405e7b4a7e79f27b2469d593f2cf6d71992b1c1fe9e5cde8041b0b6b2789,998cb3caf346eef0927317c62b7082a15ba76b6fc7c8cc9ae5227ce3ccda96c0,ce1c194fc15595f2,c929dd15711999bd,301,391,uint8
frame_00071,train,D:\download\triair\data\images\frame_00071.npy,22edec4e69cfe41865bf52bf69a702fc22c1fec5051d1f12ffba2c6e1798c154,bca6fec5df61b24b855be98dc9732dce017aeaf3a4bcfd13e58bae39bab43ab9,cf1c5941c155b5f2,4d09d9557119b9bd,301,391,uint8
frame_00072,train,D:\download\triair\data\images\frame_00072.npy,4e458bcc42622769512ecfe8992578c7bd46ae15a615441de61960b7cee18e23,498087efae963255611902c1a3f7dd023f0376c940a4393c6054cec1a18fa80f,ce1c5945e0d5b4f2,4d8ddd553518b935,301,391,uint8
frame_00073,train,D:\download\triair\data\images\frame_00073.npy,fd6f22d8469ce705951c557c5ba462c52b5c3d1e63d934e4889087725212e678,372846a9aed267acd4e592048989ff3e7a631d4901424daf00212d5b2081273d,cf1c59c1e0f5b2d0,c9addd5935189dbd,301,391,uint8
frame_00074,train,D:\download\triair\data\images\frame_00074.npy,b53b20fcf080b250eea6902da35db75513f83801bd2367c11857137adee377da,9328774f26285dd06c0a3651e4e1293dc826e6865b64d720fa35aeb5ba5232e2,cf1c41e1f1b792d0,cbad9dd9559d95bc,301,391,uint8
frame_00075,train,D:\download\triair\data\images\frame_00075.npy,9456a26334f190e0240781165ec2f2e5bd1efd954a6198cab76019f3b4771f3f,3809e819e953eb9dd4949aff79ff3eb13448ed1de2b4d0f8e911e7fbccdc6364,cd1c51c1f196a2f3,ab4d8d59d5959dbc,301,391,uint8
frame_00076,train,D:\download\triair\data\images\frame_00076.npy,ef9b69f4a17e8db709ec996a14b1c6caeac7b585a5c3984b559f07febc58657d,f49815359f9aa0f3148d291440f4923ba5f42d425520ab6eaac7aeadde46d93d,cd1d51e1f092a2fa,abc98d5dd51595b2,301,391,uint8
frame_00077,train,D:\download\triair\data\images\frame_00077.npy,655ce3e44c86a05eb6603f9232a135b14248e0ceca1d5b6f5806e531807fda95,ff015eac32e422e6980d576f6b5796d91e25238b8ca51edee19a39c812ee7bc2,cc1c51c1f092f3fa,ab498d5dd59199b8,301,391,uint8
frame_00078,train,D:\download\triair\data\images\frame_00078.npy,c122b7bcd127ea37aaac4c63c3fb39bbd2b4da5ffbb7a1dc3910b907de0c1827,503de69312899078c4a0d009808da776d9229b3ce9bd827b37ef560380e859cc,cc1c51c1f0b6f378,ab498d5d15951db1,301,391,uint8
frame_00079,train,D:\download\triair\data\images\frame_00079.npy,a80f96571a9287c162c4eaace9ffb355f6d2a6335fd71397fb57ff1aaa306931,b4ad7c61138a1f2179aa733fc31346475581592a1979ff256489f3afebf73e2a,cc1d51f1f0b6b328,ab098d5d1515159c,301,391,uint8
frame_00080,train,D:\download\triair\data\images\frame_00080.npy,c368878cafaed9e64073e82d2b2a9c5fed1905236fe4d59611720ff622979c29,07b1b7ffd51e894b037eebe4e68e371e67289e605eea6bc356ebe1e06b889aed,cc1d51f1f0b6b318,ab0dad5d1594199d,301,391,uint8
frame_00081,train,D:\download\triair\data\images\frame_00081.npy,783dddc5295f02476506f6f62dc541e73e999a9d3399fd1ac658d3133d001b13,377e01f38994a239179c5d427d4d2d1fdb4b097a83a8b6718b832629db3f19ba,cc1d53f3f0b6b210,abcdad5d5d551d99,301,391,uint8
frame_00082,train,D:\download\triair\data\images\frame_00082.npy,7385a8a195a186b4616269894476c1bcedc2274bf374ab9afe14e4325924045d,9f65a3c47557773b2d45ca8ba827e506e90ad3929195faed750597538c3d4770,cc1dd3f2b0b6232c,ab9d895915351899,301,391,uint8
frame_00083,train,D:\download\triair\data\images\frame_00083.npy,8ab113eee0236c032c44c1f48a54248946420269931b2e5f5fb7c6842e9ea36c,33a97ffd6c5d4800ad7b6c86d20c52c8a06aea8c12f090f07d0a4abf3c7491f9,cc1d73f0b0be322c,bb8dad59553518b9,301,391,uint8
frame_00084,train,D:\download\triair\data\images\frame_00084.npy,ce208e7cfc53a56c3f22ec6f515f0378c271397b1be8d2002aa9b241e75a01b4,fd62f3d7076f4ecfc711da1f91a3efad46416e4b71706c8d2c9c80a85d5608b8,cc1cf3f0b2ba102f,cbcdad59113514bd,301,391,uint8
frame_00085,train,D:\download\triair\data\images\frame_00085.npy,287593d5e6b63aec36131c06e97a659d889e8e193396aaac3bb60f46fac927b7,dafb47e117dd132d6eb649def54a58e037e5884a9e12a508ce2550bd5238c60c,cc9cf3f0b42a382e,cb4b895d513518bd,301,391,uint8
frame_00086,train,D:\download\triair\data\images\frame_00086.npy,d01d831d9bca7135e068ea65868c475c92935a8a7621fcdb0de8ceb2d5eac8ee,d4eff27dc9e6999d8a5da3c2b14c3b4ada9dfd7ee7bafc67eb905a03ebf4288a,cc1c51f2b22e2f0f,8a4b895d553519b9,301,391,uint8
frame_00087,train,D:\download\triair\data\images\frame_00087.npy,5c765e648aa3b74bb127868a248e397b8b15e76b59ec980360a0c1f96cd74743,6a7ac31df3871c466332ec26403e6f986997548b15282c4c8898470c99649ded,cc1cf3b0362e2e2e,8a4b899d515599b9,301,391,uint8
frame_00088,train,D:\download\triair\data\images\frame_00088.npy,3ceb871e93563bb78ebbe10f8ba429096221e510cf9510f9d20b94600177690d,afa9f713212f0371d86a534bf8e382a7f8bc0b8c056b20f59c58222f68e25315,c41cf3b2322e2f2e,8a4b8a8dd55599bd,301,391,uint8
frame_00089,train,D:\download\triair\data\images\frame_00089.npy,a8262e0e2306d9d6a99a3659571af768005e54002493bd60ebbbeb7980cd0f1a,fed2b9d839819043ce97e9f615abb2f07bc606662669ca8271196b10b15c32ba,cc1cf3b2372e0f06,8acba98d1555919d,301,391,uint8
frame_00090,train,D:\download\triair\data\images\frame_00090.npy,b5cf5bd56d953fb90d001e0f17fd8fe2727d57d23694c1080c49a82a37bcc943,41a1afe8c3d4b6e3166f76d8b9dceff7665d42f68a5db1c6b77e980b929d6e8d,cc1cf3b2372e0f06,cb8ba9891155919d,301,391,uint8
frame_00091,train,D:\download\triair\data\images\frame_00091.npy,ff0a849862e8f0ae140c028193e030f6910e706fdab23542f7474329f26af2b8,ffd5223b61661ac53fcaa471e8d477073a5cc9568f9306aae1e759c86e21d223,c41cf3b2370f0f83,9f8b8e8991551199,301,391,uint8
frame_00092,train,D:\download\triair\data\images\frame_00092.npy,471c86dbe542f9dca4f1ab4fcf74a92feda30bec1c68c415e5a839d3e767fd08,a4ee7108f107f5f7dddf667b2756f30898b79b8059e3fa2d7178c56ce107106d,c41cb3b21f0f0fc3,9fdb8a8995559899,301,391,uint8
frame_00093,train,D:\download\triair\data\images\frame_00093.npy,07af27924bf4d7d3d468963a44c3835991fbf8039b07ae111d4f2c03c791c5c6,16065abe5f7d603ef8ce0c842d2c2120be6289db385901a2edfd2df366fa8747,c41cb3b20f4fc3d1,ab8b2b8e599519b9,301,391,uint8
