rank,rgb_sha256,val_path,train_path,val_family,train_family,val_id,train_id,id_distance,rgb_sha256_equal,signature_distance,direct_rgb_mae,val_gt_boxes,train_gt_boxes
13,19f8756cf70ca367c24f3128f2259ebc1b400e8466284dda21ee2bc87524d725,data/images/nframe_08675.npy,data/images/nframe_08674.npy,nframe,nframe,8675,8674,1,True,0,0.000000,4,4
14,19f9a973f0ea7a841408b0d84eefe35187cb5d07fe069894784462ce7a2dbb63,data/images/nframe_03317.npy,data/images/nframe_03318.npy,nframe,nframe,3317,3318,1,True,0,0.000000,2,2
15,1a8de6f722b7932548d9adc83020807b4fb5f40f59000c3911e4c99a23f57c02,data/images/nframe_03517.npy,data/images/nframe_03518.npy,nframe,nframe,3517,3518,1,True,0,0.000000,1,1
16,1ac57c397d2ae04600fb2d07ed9f880975d44c08212ba669b9db1f954fdf8ba0,data/images/nframe_05096.npy,data/images/nframe_05097.npy,nframe,nframe,5096,5097,1,True,0,0.000000,1,1
17,1b0b109744a072a9fa7bc339fde127c6d9c4c187f130c2191685363c72c4cb4e,data/images/nframe_05337.npy,data/images/nframe_05338.npy,nframe,nframe,5337,5338,1,True,0,0.000000,2,2
18,1c2a7c754dd1003c17dbcaa6dd01d8f093feaac388145c1786a6581be9aa382a,data/images/nframe_03372.npy,data/images/nframe_03373.npy,nframe,nframe,3372,3373,1,True,0,0.000000,2,2
19,1eae6cdf205f03efb225f5bb9a585639a382d2a09fec5b0a03ddad32c17a0b37,data/images/nframe_02851.npy,data/images/nframe_02850.npy,nframe,nframe,2851,2850,1,True,0,0.000000,2,2
20,1fd7e3d4fae2f3804f715ede2dd4d9b5b92dcd8a6c465653cdf4fd98fdb25af8,data/images/nframe_08691.npy,data/images/nframe_08690.npy,nframe,nframe,8691,8690,1,True,0,0.000000,3,3
21,20424760c08a6a6782ea3b0674ab94a8b1eef87dea8aae9c6f885c90b1df93b8,data/images/nframe_07756.npy,data/images/nframe_07755.npy,nframe,nframe,7756,7755,1,True,0,0.000000,2,2
22,207225a57aff3bf907a8253b0493de9ff0fde8500af4d13ab8d54ef0342b41f0,data/images/nframe_03918.npy,data/images/nframe_03917.npy,nframe,nframe,3918,3917,1,True,0,0.000000,5,5
23,2084a5883cdcf300ca2199fff5742904bcd344aeec2c9d38d694a0bcb46c48f6,data/images/nframe_01347.npy,data/images/nframe_01348.npy,nframe,nframe,1347,1348,1,True,0,0.000000,7,7
24,22b9937c87015d8b95d4147e242534a823bf6fc647e1c4ddd037974d36b51290,data/images/nframe_09054.npy,data/images/nframe_09053.npy,nframe,nframe,9054,9053,1,True,0,0.000000,1,1
25,26d356754800c1d321dd7b32d37429d517b8c2782a1daf776fb56a3b68cdf346,data/images/nframe_02548.npy,data/images/nframe_02549.npy,nframe,nframe,2548,2549,1,True,0,0.000000,6,6
26,28552311b6218df4666afc77263997d9cb9f668ee03dd0f34e045a2186a2f13e,data/images/nframe_09255.npy,data/images/nframe_09254.npy,nframe,nframe,9255,9254,1,True,0,0.000000,1,1
27,2b1ceba8812dd9243bb462363be82308b049cde917bca537e098bb367576488a,data/images/nframe_07410.npy,data/images/nframe_07409.npy,nframe,nframe,7410,7409,1,True,0,0.000000,3,3
28,2c487ad642fba2dc9ba6438e7ecd68b94dbb0d72f9f439126674ecae58bdcc33,data/images/nframe_00749.npy,data/images/nframe_00748.npy,nframe,nframe,749,748,1,True,0,0.000000,1,1
29,31f224f5f49639f4251dc8210e0567ad897f63ff38bd66f501264302d5881cc0,data/images/nframe_02022.npy,data/images/nframe_02023.npy,nframe,nframe,2022,2023,1,True,0,0.000000,4,3
30,35b48f05e432a11b07e655bb16370ecafb216cc38c4538c6a5684f82bfaa8ca3,data/images/nframe_04326.npy,data/images/nframe_04325.npy,nframe,nframe,4326,4325,1,True,0,0.000000,1,1
31,368b1bccbd7db1965d08ad66071e9579fc22cefd32aa9e74df869e161102d404,data/images/nframe_01426.npy,data/images/nframe_01425.npy,nframe,nframe,1426,1425,1,True,0,0.000000,10,11
32,383dc1029fef0b6b650c1d025fbf95002740cfe3cf00851cbde802752a06ed24,data/images/nframe_08536.npy,data/images/nframe_08535.npy,nframe,nframe,8536,8535,1,True,0,0.000000,12,14
33,3a2b649f6c2c355ac27bc60fe4dda08ed91791359c5581fd7f50262d6c602870,data/images/nframe_06444.npy,data/images/nframe_06445.npy,nframe,nframe,6444,6445,1,True,0,0.000000,2,2
34,3adb9a37c7ccb0f0f8f6d3565a7a655ad2c4c7f75903036ed5c3a6ce9934c7dd,data/images/nframe_03682.npy,data/images/nframe_03681.npy,nframe,nframe,3682,3681,1,True,0,0.000000,1,1
35,3c5e185af58a0b4e0d3761fc0b8f2931e041356df37c31cead91ae104852a48a,data/images/nframe_05282.npy,data/images/nframe_05283.npy,nframe,nframe,5282,5283,1,True,0,0.000000,3,3
36,3e62ad1dbb00fc9cea16d81f3d49c0d910cfdce98c886c333d20071637f4a68c,data/images/nframe_08476.npy,data/images/nframe_08477.npy,nframe,nframe,8476,8477,1,True,0,0.000000,7,7
37,3ed03c0812f80cac2a1b329a42716eb0ca6855916b90f8390713ac96b3a9566d,data/images/nframe_01612.npy,data/images/nframe_01613.npy,nframe,nframe,1612,1613,1,True,0,0.000000,8,7
38,40494cbf247f0d9b705507bc22588b088f889e3cb29c64e309bbe43bf869a1a0,data/images/nframe_00834.npy,data/images/nframe_00833.npy,nframe,nframe,834,833,1,True,0,0.000000,2,2
39,420eabc917b52dcb3dedc7dbad1687e059fb0d4082ea56fe537b82fa39c9c023,data/images/nframe_01214.npy,data/images/nframe_01215.npy,nframe,nframe,1214,1215,1,True,0,0.000000,4,4
40,44204c6cda58aa4a2c342c85e46a5b12ff98de45e99c2e5c87d55767b2ca9459,data/images/nframe_07600.npy,data/images/nframe_07599.npy,nframe,nframe,7600,7599,1,True,0,0.000000,3,3
41,446240ad33e51b570423b529259ff1f34ae345982ab616eabae905ddbc5d6fd8,data/images/nframe_07647.npy,data/images/nframe_07648.npy,nframe,nframe,7647,7648,1,True,0,0.000000,4,3
42,44c6e5ebc42c78739fa0fac05ddb142475eea560a87d3c6a5a653c6d18695ee3,data/images/nframe_02225.npy,data/images/nframe_02226.npy,nframe,nframe,2225,2226,1,True,0,0.000000,5,5
43,45ec1e8eda126a4926c25652c7c97497887c4d4a380b82904ef1c7285ddb7090,data/images/nframe_08898.npy,data/images/nframe_08899.npy,nframe,nframe,8898,8899,1,True,0,0.000000,1,2
44,46b23f898195916fb90505e76bd1d2772f0e249d64bb912857aa370e72cb9f89,data/images/nframe_02619.npy,data/images/nframe_02620.npy,nframe,nframe,2619,2620,1,True,0,0.000000,6,6
45,48f391bdae28325d68d435d791e0af3698669dc42b8e25abe6ea88d8301a3ee7,data/images/nframe_01527.npy,data/images/nframe_01526.npy,nframe,nframe,1527,1526,1,True,0,0.000000,9,10
46,48fceef9900924756bc9a498c1ea5247f99f8d4c16b2f023e29637ac6677992c,data/images/nframe_06452.npy,data/images/nframe_06451.npy,nframe,nframe,6452,6451,1,True,0,0.000000,2,2
47,4a339ba6a9f06f6bf5cda04c3c4349170572ef5a4b2bd17712f8dcac9eb44a04,data/images/nframe_02553.npy,data/images/nframe_02552.npy,nframe,nframe,2553,2552,1,True,0,0.000000,5,6
48,4b520f76cb17577916d268b869e1e739cc0df93562c0a03e5c35d08f64d6f49b,data/images/nframe_02001.npy,data/images/nframe_02002.npy,nframe,nframe,2001,2002,1,True,0,0.000000,3,4
49,4c12023a9c20e263948872da2d8142cf8b99fb45100d5d8ff99fae59adb9a412,data/images/nframe_03477.npy,data/images/nframe_03476.npy,nframe,nframe,3477,3476,1,True,0,0.000000,1,1
50,4c8bb6127a86704d06819ad9f722c8461bbb124a62d4f6992387f5188578547e,data/images/nframe_05256.npy,data/images/nframe_05255.npy,nframe,nframe,5256,5255,1,True,0,0.000000,2,2
51,5185039503a140e84bb86ce6fb7774f5ab3ffcb610513e0505f86da7894cf15c,data/images/nframe_00848.npy,data/images/nframe_00849.npy,nframe,nframe,848,849,1,True,0,0.000000,2,2
52,52d129ad1ca8c9f10e085841437f938314a10ffeb10f3366e31c8d4440438e41,data/images/nframe_04817.npy,data/images/nframe_04818.npy,nframe,nframe,4817,4818,1,True,0,0.000000,1,1
53,530ea98711204db3e8f09709663525f14657cb3f0d941d99d9881302db8610ae,data/images/nframe_01992.npy,data/images/nframe_01993.npy,nframe,nframe,1992,1993,1,True,0,0.000000,3,3
54,54420803a521ecfd9bc1919689f968d52bbb71e5ba442bda10e2b307af95606d,data/images/nframe_01301.npy,data/images/nframe_01300.npy,nframe,nframe,1301,1300,1,True,0,0.000000,5,5
55,5526e7943ebe4abd59d22c5befe8ce4a51ae97db9aa3b7c904b3d170e0a0c375,data/images/nframe_03452.npy,data/images/nframe_03451.npy,nframe,nframe,3452,3451,1,True,0,0.000000,2,2
56,5a8d899126d5c575bf9b5fad976fb03fc9467dd0a81b0de92c936b3ca6c0468b,data/images/nframe_02847.npy,data/images/nframe_02846.npy,nframe,nframe,2847,2846,1,True,0,0.000000,3,3
57,5c4ffb1a9caa776ed1cb7964a37471a45337ae2e23b287079835a1bc1b162cd6,data/images/nframe_03877.npy,data/images/nframe_03876.npy,nframe,nframe,3877,3876,1,True,0,0.000000,3,3
58,5f0cad1c2e25bfaeb4a044ba2f821f01b8d4841c40e62aed31b05dae588aa307,data/images/nframe_03400.npy,data/images/nframe_03401.npy,nframe,nframe,3400,3401,1,True,0,0.000000,2,2
59,5fb1e21f3513583845e8f23ef5d05935521e56ebf134ece7d75e3482619e4f3b,data/images/nframe_06568.npy,data/images/nframe_06569.npy,nframe,nframe,6568,6569,1,True,0,0.000000,1,1
60,605a67375e9679aa99cecfd142709bf37f6e212098f739e8b171f70f0b023d9b,data/images/nframe_08914.npy,data/images/nframe_08915.npy,nframe,nframe,8914,8915,1,True,0,0.000000,2,2
61,61f081b9987119c35ecda85ffc56b91df5c6bfff38053ca2ad224df6f755454f,data/images/nframe_02115.npy,data/images/nframe_02114.npy,nframe,nframe,2115,2114,1,True,0,0.000000,4,4
62,63d2a6c5c5fe4fc5f93c4fb6658ba40faffa9cf202740125c6a1858f63c16a01,data/images/nframe_06563.npy,data/images/nframe_06564.npy,nframe,nframe,6563,6564,1,True,0,0.000000,1,1
63,668387fc1a7e752a97996b6af55cd48c0026c3612ffd8e13acaaf7f8ed1b2b6f,data/images/nframe_03409.npy,data/images/nframe_03408.npy,nframe,nframe,3409,3408,1,True,0,0.000000,3,3
64,684720512e54513be9be1afdf30b3e3b7c14547e5c8a39d4330756d827a8744d,data/images/nframe_04679.npy,data/images/nframe_04680.npy,nframe,nframe,4679,4680,1,True,0,0.000000,1,1
65,68e16b3feef4abdac4ef257af4f3c90c5a9ab68867a8080cc0a72631c779e87c,data/images/nframe_05263.npy,data/images/nframe_05262.npy,nframe,nframe,5263,5262,1,True,0,0.000000,3,3
66,6a4bf97a4b257bd2e0eeab9452ccd2225d832fb9013fc78b22e5f90209778842,data/images/nframe_05178.npy,data/images/nframe_05179.npy,nframe,nframe,5178,5179,1,True,0,0.000000,4,3
67,6d4557621e7437d7a473d6c0bd52ac93075218487b79412e1834e6eaeaf5e0e7,data/images/nframe_01830.npy,data/images/nframe_01829.npy,nframe,nframe,1830,1829,1,True,0,0.000000,3,3
68,6edaab44c575697e64f28f98aaf508c135e12708ec1ae7bdb3f59f0e49ff4a9b,data/images/nframe_07881.npy,data/images/nframe_07880.npy,nframe,nframe,7881,7880,1,True,0,0.000000,2,2
69,700066fcc1a28f127e059f679a4ac0b33c109353521b9f42c1d2808fe5598391,data/images/nframe_04334.npy,data/images/nframe_04333.npy,nframe,nframe,4334,4333,1,True,0,0.000000,1,1
70,7193a1de1e6a765579aea9c89696bf2878a293cb3951600cf0cda5835489769b,data/images/nframe_01712.npy,data/images/nframe_01711.npy,nframe,nframe,1712,1711,1,True,0,0.000000,7,7
71,7547b929474fc6956a6fc855fe2ac6404b5828a69487c53b32e0eac8c535f314,data/images/nframe_06406.npy,data/images/nframe_06407.npy,nframe,nframe,6406,6407,1,True,0,0.000000,1,2
72,779551efe7bb5fc67ade532108ce45a6e5765a001c0276bb34902f076ba7cd45,data/images/nframe_07173.npy,data/images/nframe_07172.npy,nframe,nframe,7173,7172,1,True,0,0.000000,2,2
73,785751441f4cb13fbeed92f49fd299c7b3c6cb8ea8b95b1d03a2b026942d8540,data/images/nframe_05051.npy,data/images/nframe_05052.npy,nframe,nframe,5051,5052,1,True,0,0.000000,3,4
74,7a0260a99f0d40b937ae6e03faefd049e62a21068c27b7c68329f36c8ac7152f,data/images/nframe_09873.npy,data/images/nframe_09874.npy,nframe,nframe,9873,9874,1,True,0,0.000000,3,3
75,7f34fee22a48333ddf9ca4748c6d899844276991d0c409e4da12cdb2308cfa04,data/images/nframe_09007.npy,data/images/nframe_09008.npy,nframe,nframe,9007,9008,1,True,0,0.000000,1,1
76,815bf4a78f6bd1ddf99dcd28f72bdc2da1882ded1d38c46c21d513ca6cd83d29,data/images/nframe_04418.npy,data/images/nframe_04419.npy,nframe,nframe,4418,4419,1,True,0,0.000000,3,3
77,8224a11d3954b0241625010193991632a050ec17065731709a75c6537bae59dc,data/images/nframe_08408.npy,data/images/nframe_08407.npy,nframe,nframe,8408,8407,1,True,0,0.000000,5,5
78,85dce12d2b8df3be96d022ebac30079d193503d3583e310560f12ecd00cc9516,data/images/nframe_01382.npy,data/images/nframe_01381.npy,nframe,nframe,1382,1381,1,True,0,0.000000,9,8
79,8700f8f618f5aa5d12f51b0ed56786aca9d08172cc501a20cc1d9a0a3c9e01bf,data/images/nframe_09438.npy,data/images/nframe_09439.npy,nframe,nframe,9438,9439,1,True,0,0.000000,1,1
80,8984347a2635fb9b316d1f3b84cdec5d2ff10bad42338eb0be8b64689c92894f,data/images/nframe_02511.npy,data/images/nframe_02512.npy,nframe,nframe,2511,2512,1,True,0,0.000000,4,4
81,8c94ed93584eb9cad2c9e8a7318a9647de7b0aef76ed05c2760f2288ce822a6d,data/images/nframe_07633.npy,data/images/nframe_07634.npy,nframe,nframe,7633,7634,1,True,0,0.000000,3,3
82,8cfd7e9079ee65804d2a3390ba4d8ea68274f0ea0cc7128f2b9737a9a2fc3a55,data/images/nframe_03364.npy,data/images/nframe_03363.npy,nframe,nframe,3364,3363,1,True,0,0.000000,2,2
83,910e739f19d332b84b0c4725f13d88c8a56bc9e2bb495024270529d615e7a2bd,data/images/nframe_08296.npy,data/images/nframe_08295.npy,nframe,nframe,8296,8295,1,True,0,0.000000,2,1
84,91deba6574f487dbdf23d6446418ff3200b25673a0cf88e3eab4d1c27e48314d,data/images/nframe_02213.npy,data/images/nframe_02214.npy,nframe,nframe,2213,2214,1,True,0,0.000000,6,6
85,9e51b97f6cfbb2e5e257e5fa93b1d26fa15581fd39bf2b8ecb6df1e5c700f2a2,data/images/nframe_02009.npy,data/images/nframe_02008.npy,nframe,nframe,2009,2008,1,True,0,0.000000,4,4
86,9f0c250c87ddb9ef98aab6cfa03f96ee5fca998500f323ffdafefe92bee419b5,data/images/nframe_07367.npy,data/images/nframe_07368.npy,nframe,nframe,7367,7368,1,True,0,0.000000,1,1
87,9ff363cccbc754dcea0068df42787147adda8e9587026a842f58437eab907331,data/images/nframe_03926.npy,data/images/nframe_03925.npy,nframe,nframe,3926,3925,1,True,0,0.000000,5,5
88,9ff5160b580321ddc5d80122fb219960f2b6005545dc80d8a84c52c4e4c7d83e,data/images/nframe_08922.npy,data/images/nframe_08921.npy,nframe,nframe,8922,8921,1,True,0,0.000000,2,2
89,a2a70582dc72facf56504a340ed0965e92f76df7366f928449c776c5090b4d51,data/images/nframe_05484.npy,data/images/nframe_05485.npy,nframe,nframe,5484,5485,1,True,0,0.000000,3,3
90,a3254f1a848619f05e19e92d505792fe435e0bd298f4392d5d82535a2e860dbe,data/images/nframe_06630.npy,data/images/nframe_06629.npy,nframe,nframe,6630,6629,1,True,0,0.000000,1,1
91,a456235da1f5463618e2a3db97e2fe0a7aa42718a2730cac004f539828e1447b,data/images/nframe_04405.npy,data/images/nframe_04406.npy,nframe,nframe,4405,4406,1,True,0,0.000000,3,3
92,a6c1f8766b4806cbb64177011c888496fd8cf4011b3b2dcae13139351c112e40,data/images/nframe_01008.npy,data/images/nframe_01007.npy,nframe,nframe,1008,1007,1,True,0,0.000000,3,3
93,a78d243eaff435b358ed71975b75dc68c182f60935ee78cd55b0a696cdc55ac1,data/images/nframe_01282.npy,data/images/nframe_01281.npy,nframe,nframe,1282,1281,1,True,0,0.000000,6,6
94,a9e06274937b8cbf5efad682fef4a0518b37e8f4817c3dd1fa0b340300465ddd,data/images/nframe_02869.npy,data/images/nframe_02870.npy,nframe,nframe,2869,2870,1,True,0,0.000000,1,2
95,aa5693b31c64052f3502e13c07711be05788e051119bae3163cd50d9636f894f,data/images/nframe_02145.npy,data/images/nframe_02144.npy,nframe,nframe,2145,2144,1,True,0,0.000000,4,5
96,ab8d89eb535e546dc704bbbb847051d90600272870fe1df38e59fb4c949ce094,data/images/nframe_01878.npy,data/images/nframe_01879.npy,nframe,nframe,1878,1879,1,True,0,0.000000,2,2
97,ac24a69d8823a36208c63c8b2a449d8b6bddc7e8a8ebc88a65e4e1027cc2489c,data/images/nframe_01270.npy,data/images/nframe_01269.npy,nframe,nframe,1270,1269,1,True,0,0.000000,5,5
98,ac844d79b1d2ded25f32961904a642b7a0dc849f45d9faf9483aab48cfa5205e,data/images/nframe_04004.npy,data/images/nframe_04005.npy,nframe,nframe,4004,4005,1,True,0,0.000000,1,1
99,ae58a6fc27a4ee8fc79fcd58c67767f49eb15b5c357e71671a3375fb33f7cfe3,data/images/nframe_07655.npy,data/images/nframe_07654.npy,nframe,nframe,7655,7654,1,True,0,0.000000,4,4
100,af7f9f14228951068b4948b2bdd7a868fe3b95bcfcdc2ac1f30ba6cd2662ac52,data/images/nframe_02890.npy,data/images/nframe_02891.npy,nframe,nframe,2890,2891,1,True,0,0.000000,1,1
101,b26b1c70bf8d7a4766beb234c559a902792fd102f7be72afb0df490c350b9710,data/images/nframe_04807.npy,data/images/nframe_04806.npy,nframe,nframe,4807,4806,1,True,0,0.000000,1,1
102,b28b067633e47c82f7c2c6e52aa159819bfb798fe62a22dc3f927a747fcf9e7f,data/images/nframe_01240.npy,data/images/nframe_01239.npy,nframe,nframe,1240,1239,1,True,0,0.000000,3,3
103,b401fa0f90fe1ffecb021a337f5afdbbe25b1454188f61da3f1383bae14bb861,data/images/nframe_07933.npy,data/images/nframe_07932.npy,nframe,nframe,7933,7932,1,True,0,0.000000,4,4
104,b47abd40c6a068c04ed53d8407775e56a438696631f86fb7f7d14197d42ff4e9,data/images/nframe_06678.npy,data/images/nframe_06679.npy,nframe,nframe,6678,6679,1,True,0,0.000000,1,1
105,b5827cd196534569cd32904e059b3423a3856c9787f4bb1a28b76db00fab1181,data/images/nframe_05269.npy,data/images/nframe_05268.npy,nframe,nframe,5269,5268,1,True,0,0.000000,3,3
106,b769f6b69043396762875fa2a3741a936f3b8aa2851ecadebe4e261bede334f5,data/images/nframe_02296.npy,data/images/nframe_02297.npy,nframe,nframe,2296,2297,1,True,0,0.000000,4,2
107,b7cfdc9e5263822d95a5851df1ea401353223c23b37c2b88492d86135c4e921b,data/images/nframe_00777.npy,data/images/nframe_00778.npy,nframe,nframe,777,778,1,True,0,0.000000,1,1
108,bab9537bcea025abf3cdda526f11388a20510048f7d35b35ede026808546c7a5,data/images/nframe_00929.npy,data/images/nframe_00928.npy,nframe,nframe,929,928,1,True,0,0.000000,2,2
109,bc27d7c5134d42ad2cd0901c25ba450b99d6570cbfbc62b003e4bc376c9dd278,data/images/nframe_04754.npy,data/images/nframe_04755.npy,nframe,nframe,4754,4755,1,True,0,0.000000,2,2
110,bc6ee0104668a024297a34e3271d6cfa5a634d6a51438ff1c5861147a47fe7de,data/images/nframe_07508.npy,data/images/nframe_07507.npy,nframe,nframe,7508,7507,1,True,0,0.000000,5,4
111,bf1043ad989471d3c3595830d079ba28df12f0486dfa7b470c4b2a068c906fd5,data/images/nframe_09132.npy,data/images/nframe_09131.npy,nframe,nframe,9132,9131,1,True,0,0.000000,2,2
112,c44cba0987cba306430e6528b4a929e15ac9bf861bf79825b2e262ee2f11dddf,data/images/nframe_08218.npy,data/images/nframe_08219.npy,nframe,nframe,8218,8219,1,True,0,0.000000,2,2
113,c45b8423a37824baa83daa3137c95aabf6f85aaa16bf10e37cf0d07ce18f2151,data/images/nframe_08027.npy,data/images/nframe_08028.npy,nframe,nframe,8027,8028,1,True,0,0.000000,1,1
114,c650bc7bc543e123b545fbc897a4a5075df73867fd7200f9f778f56630545fdc,data/images/nframe_05181.npy,data/images/nframe_05180.npy,nframe,nframe,5181,5180,1,True,0,0.000000,3,3
115,c778f1aa38f042c8a21eaf27a722c1a6a7cb72acdf8f910403e81f20d093dcf5,data/images/nframe_09623.npy,data/images/nframe_09622.npy,nframe,nframe,9623,9622,1,True,0,0.000000,1,1
116,c7d0d6bfa466ef85ab30b23169b3ef8bd2b6105e29c8aecf3859a2ac41b43da4,data/images/nframe_07176.npy,data/images/nframe_07175.npy,nframe,nframe,7176,7175,1,True,0,0.000000,3,3
117,ca521552a73571ca31a10dc4809b5b8f1bfd77f16c59615d0dfc9672b614e4de,data/images/nframe_04301.npy,data/images/nframe_04302.npy,nframe,nframe,4301,4302,1,True,0,0.000000,1,2
118,cb02f7e461dbb95fc9623b258eddd5300925120746eeb7259c20ec3e58a7603f,data/images/nframe_02602.npy,data/images/nframe_02601.npy,nframe,nframe,2602,2601,1,True,0,0.000000,7,6
119,cb05d6f1c6dc085f0f8c7063871eb927cc7e5ce2b2a24f53179c5de8f15cfeaf,data/images/nframe_02141.npy,data/images/nframe_02140.npy,nframe,nframe,2141,2140,1,True,0,0.000000,5,5
120,cc84228dd46e3e1a92b68161ff0f13f3164cd354843be75d8c5321c7c1091015,data/images/nframe_02472.npy,data/images/nframe_02473.npy,nframe,nframe,2472,2473,1,True,0,0.000000,4,4
121,d2e5e18e62842b5c5aba6fd376b7cd63137268d400dd5e1db66788ec11722195,data/images/nframe_02728.npy,data/images/nframe_02729.npy,nframe,nframe,2728,2729,1,True,0,0.000000,4,4
122,d3c746879b6288eb21210eed036e28f6f49a357575763e7ae311bbdcb99d5eee,data/images/nframe_08619.npy,data/images/nframe_08620.npy,nframe,nframe,8619,8620,1,True,0,0.000000,2,3
123,d759cf90e37222c44e5cde589c3f1ecf910ca714ab93893920b641c650b84ae3,data/images/nframe_07733.npy,data/images/nframe_07732.npy,nframe,nframe,7733,7732,1,True,0,0.000000,2,3
124,d7d124902ae645a1e860d90d188a7cd61c26aaad6e1bb4b7b5ea7d837bb24550,data/images/nframe_08710.npy,data/images/nframe_08709.npy,nframe,nframe,8710,8709,1,True,0,0.000000,3,3
125,d9bb4424d42de1691707012817a13f773ebfda8c9bffd86e88939b5235a67a8f,data/images/nframe_07139.npy,data/images/nframe_07140.npy,nframe,nframe,7139,7140,1,True,0,0.000000,2,2
126,d9df376b55d65a5a33c57a4710d2fea73776908e04558d221dbf27c3d69eba93,data/images/nframe_08669.npy,data/images/nframe_08670.npy,nframe,nframe,8669,8670,1,True,0,0.000000,3,3
127,da374ab679fed03e6d8dec4b01ca2c24e0d7b8255fb9bc4276a72ae88564eadb,data/images/nframe_01970.npy,data/images/nframe_01971.npy,nframe,nframe,1970,1971,1,True,0,0.000000,4,4
128,db2ba3448a32aa3b76539f90162b5d939f0beebd0ae08249bfb3b8672615d94b,data/images/nframe_07956.npy,data/images/nframe_07957.npy,nframe,nframe,7956,7957,1,True,0,0.000000,2,2
129,db396188fde5887c529e13338120ff562bfee330c6bad9004844754ecb080845,data/images/nframe_00846.npy,data/images/nframe_00845.npy,nframe,nframe,846,845,1,True,0,0.000000,2,2
130,db558b0b9f3d808f0f4f9d7b2cb4b5f3b3b51369da7d429bac1960ff21b13fcb,data/images/nframe_05233.npy,data/images/nframe_05234.npy,nframe,nframe,5233,5234,1,True,0,0.000000,3,2
131,de1a0d79d4a73465dfe3e9c36a08ef67d4760642bf3341fddf4e9103d243bfd6,data/images/nframe_08571.npy,data/images/nframe_08572.npy,nframe,nframe,8571,8572,1,True,0,0.000000,7,8
132,dec9f8d5c53e74bf05d610564262bfd32b1d3cf08d6947755d78f934d42e4765,data/images/nframe_07761.npy,data/images/nframe_07760.npy,nframe,nframe,7761,7760,1,True,0,0.000000,2,2
133,df96ce66dbd029d2aa83251b2d25f34ee551e02f8bafad2a0c60defee72f8f41,data/images/nframe_08049.npy,data/images/nframe_08048.npy,nframe,nframe,8049,8048,1,True,0,0.000000,1,1
134,e07c40be1168e4c026cdef94eba65db3586eae08eda2077d1de23000c11792dd,data/images/nframe_08560.npy,data/images/nframe_08559.npy,nframe,nframe,8560,8559,1,True,0,0.000000,9,10
135,e126e37d50f616e141f22ebe11e6a3962f966da1c700e6fddec41d27b9f77001,data/images/nframe_09442.npy,data/images/nframe_09441.npy,nframe,nframe,9442,9441,1,True,0,0.000000,1,1
