original_row_id	split	sequence	frame_index	rgb	ir	event	gt_rgb	gt_ir	rgb_annotation_rows	ir_annotation_rows	source_annotation_state	supervision_state	common_track_ids
devval:00000051	devval	0011	1001	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000056	devval	0011	1101	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000061	devval	0011	1201	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000066	devval	0011	1301	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000071	devval	0011	1401	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000076	devval	0011	1501	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000081	devval	0011	1601	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000086	devval	0011	1701	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000091	devval	0011	1801	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000096	devval	0011	1901	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000101	devval	0011	2001	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000106	devval	0011	2101	E:\MM-UAV_extracted\MMMUAV\train\0011\rgb_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\ir_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\event_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0011\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000109	devval	0027	1	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000114	devval	0027	101	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000119	devval	0027	201	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000124	devval	0027	301	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000129	devval	0027	401	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000134	devval	0027	501	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000139	devval	0027	601	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000144	devval	0027	701	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000149	devval	0027	801	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000154	devval	0027	901	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000159	devval	0027	1001	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000164	devval	0027	1101	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000169	devval	0027	1201	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000174	devval	0027	1301	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000179	devval	0027	1401	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000184	devval	0027	1501	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000189	devval	0027	1601	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000194	devval	0027	1701	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000199	devval	0027	1801	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000204	devval	0027	1901	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\1901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000209	devval	0027	2001	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\2001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000214	devval	0027	2101	E:\MM-UAV_extracted\MMMUAV\train\0027\rgb_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\ir_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\event_frame\2101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0027\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000219	devval	0052	1	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2
devval:00000224	devval	0052	101	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2
devval:00000229	devval	0052	201	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2
devval:00000234	devval	0052	301	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2
devval:00000239	devval	0052	401	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000244	devval	0052	501	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000249	devval	0052	601	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2;3
devval:00000254	devval	0052	701	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2
devval:00000259	devval	0052	801	E:\MM-UAV_extracted\MMMUAV\train\0052\rgb_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\ir_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\event_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0052\gt_ir\gt.txt	2	3	SOURCE_GT_ROW_PRESENT	RGB_SOURCE_GT_PRESENT	1;2
