component_id,member_order,sample_id,relative_path,v39_partition,gt_box_count,original_component_id
v40c_00040,3,frame_00053,data/images/frame_00053.npy,TRAIN,0,orig_rule_00040
v40c_00041,1,frame_00054,data/images/frame_00054.npy,TRAIN,0,orig_singleton_frame_00054
v40c_00042,1,frame_00055,data/images/frame_00055.npy,TRAIN,0,orig_singleton_frame_00055
v40c_00043,1,frame_00056,data/images/frame_00056.npy,TRAIN,0,orig_rule_00043
v40c_00043,2,frame_00057,data/images/frame_00057.npy,TRAIN,0,orig_rule_00043
v40c_00044,1,frame_00058,data/images/frame_00058.npy,TRAIN,0,orig_rule_00044
v40c_00044,2,frame_00059,data/images/frame_00059.npy,TRAIN,0,orig_rule_00044
v40c_00045,1,frame_00060,data/images/frame_00060.npy,TRAIN,1,orig_singleton_frame_00060
v40c_00046,1,frame_00061,data/images/frame_00061.npy,TRAIN,1,orig_singleton_frame_00061
v40c_00047,1,frame_00062,data/images/frame_00062.npy,TRAIN,1,orig_singleton_frame_00062
v40c_00048,1,frame_00063,data/images/frame_00063.npy,TRAIN,1,orig_singleton_frame_00063
v40c_00049,1,frame_00064,data/images/frame_00064.npy,TRAIN,1,orig_singleton_frame_00064
v40c_00050,1,frame_00065,data/images/frame_00065.npy,TRAIN,1,orig_singleton_frame_00065
v40c_00051,1,frame_00066,data/images/frame_00066.npy,TRAIN,1,orig_rule_00051
v40c_00051,2,frame_00067,data/images/frame_00067.npy,TRAIN,2,orig_rule_00051
v40c_00052,1,frame_00068,data/images/frame_00068.npy,TRAIN,2,orig_singleton_frame_00068
v40c_00053,1,frame_00069,data/images/frame_00069.npy,TRAIN,2,orig_singleton_frame_00069
v40c_00054,1,frame_00070,data/images/frame_00070.npy,TRAIN,2,orig_singleton_frame_00070
v40c_00055,1,frame_00071,data/images/frame_00071.npy,TRAIN,2,orig_singleton_frame_00071
v40c_00056,1,frame_00072,data/images/frame_00072.npy,TRAIN,2,orig_singleton_frame_00072
v40c_00057,1,frame_00073,data/images/frame_00073.npy,TRAIN,2,orig_singleton_frame_00073
v40c_00058,1,frame_00074,data/images/frame_00074.npy,TRAIN,3,orig_singleton_frame_00074
v40c_00059,1,frame_00075,data/images/frame_00075.npy,TRAIN,3,orig_singleton_frame_00075
v40c_00060,1,frame_00076,data/images/frame_00076.npy,TRAIN,2,orig_singleton_frame_00076
v40c_00061,1,frame_00077,data/images/frame_00077.npy,TRAIN,2,orig_rule_00061
v40c_00061,2,frame_00078,data/images/frame_00078.npy,TRAIN,2,orig_rule_00061
v40c_00062,1,frame_00079,data/images/frame_00079.npy,TRAIN,2,orig_rule_00062
v40c_00062,2,frame_00080,data/images/frame_00080.npy,TRAIN,2,orig_rule_00062
v40c_00062,3,frame_00081,data/images/frame_00081.npy,TRAIN,2,orig_rule_00062
v40c_00063,1,frame_00082,data/images/frame_00082.npy,TRAIN,2,orig_singleton_frame_00082
v40c_00064,1,frame_00083,data/images/frame_00083.npy,TRAIN,2,orig_singleton_frame_00083
v40c_00065,1,frame_00084,data/images/frame_00084.npy,TRAIN,2,orig_singleton_frame_00084
v40c_00066,1,frame_00085,data/images/frame_00085.npy,TRAIN,1,orig_singleton_frame_00085
v40c_00067,1,frame_00086,data/images/frame_00086.npy,TRAIN,1,orig_singleton_frame_00086
v40c_00068,1,frame_00087,data/images/frame_00087.npy,TRAIN,2,orig_rule_00068
v40c_00068,2,frame_00088,data/images/frame_00088.npy,TRAIN,2,orig_rule_00068
v40c_00069,1,frame_00089,data/images/frame_00089.npy,TRAIN,2,orig_rule_00069
v40c_00069,2,frame_00090,data/images/frame_00090.npy,TRAIN,2,orig_rule_00069
v40c_00070,1,frame_00091,data/images/frame_00091.npy,TRAIN,3,orig_rule_00070
v40c_00070,2,frame_00092,data/images/frame_00092.npy,TRAIN,3,orig_rule_00070
v40c_00071,1,frame_00093,data/images/frame_00093.npy,TRAIN,3,orig_singleton_frame_00093
v40c_00072,1,frame_00094,data/images/frame_00094.npy,TRAIN,3,orig_singleton_frame_00094
v40c_00073,1,frame_00095,data/images/frame_00095.npy,TRAIN,3,orig_rule_00073
v40c_00073,2,frame_00096,data/images/frame_00096.npy,TRAIN,3,orig_rule_00073
v40c_00073,3,frame_00097,data/images/frame_00097.npy,TRAIN,3,orig_rule_00073
v40c_00073,4,frame_00098,data/images/frame_00098.npy,TRAIN,3,orig_rule_00073
v40c_00073,5,frame_00099,data/images/frame_00099.npy,TRAIN,3,orig_rule_00073
v40c_00073,6,frame_00100,data/images/frame_00100.npy,TRAIN,3,orig_rule_00073
v40c_00074,1,frame_00101,data/images/frame_00101.npy,TRAIN,2,orig_singleton_frame_00101
v40c_00075,1,frame_00102,data/images/frame_00102.npy,TRAIN,2,orig_singleton_frame_00102
v40c_00076,1,frame_00103,data/images/frame_00103.npy,TRAIN,2,orig_rule_00076
v40c_00076,2,frame_00104,data/images/frame_00104.npy,TRAIN,2,orig_rule_00076
v40c_00076,3,frame_00105,data/images/frame_00105.npy,TRAIN,2,orig_rule_00076
v40c_00076,4,frame_00106,data/images/frame_00106.npy,TRAIN,2,orig_rule_00076
v40c_00077,1,frame_00107,data/images/frame_00107.npy,TRAIN,2,orig_rule_00077
v40c_00077,2,frame_00108,data/images/frame_00108.npy,TRAIN,2,orig_rule_00077
v40c_00077,3,frame_00109,data/images/frame_00109.npy,TRAIN,2,orig_rule_00077
v40c_00078,1,frame_00110,data/images/frame_00110.npy,TRAIN,2,orig_singleton_frame_00110
v40c_00079,1,frame_00111,data/images/frame_00111.npy,TRAIN,2,orig_singleton_frame_00111
v40c_00080,1,frame_00112,data/images/frame_00112.npy,TRAIN,2,orig_singleton_frame_00112
v40c_00081,1,frame_00113,data/images/frame_00113.npy,TRAIN,2,orig_singleton_frame_00113
v40c_00082,1,frame_00114,data/images/frame_00114.npy,TRAIN,2,orig_rule_00082
v40c_00082,2,frame_00115,data/images/frame_00115.npy,TRAIN,2,orig_rule_00082
v40c_00082,3,frame_00116,data/images/frame_00116.npy,TRAIN,2,orig_rule_00082
v40c_00082,4,frame_00117,data/images/frame_00117.npy,TRAIN,2,orig_rule_00082
v40c_00082,5,frame_00118,data/images/frame_00118.npy,TRAIN,2,orig_rule_00082
v40c_00082,6,frame_00119,data/images/frame_00119.npy,TRAIN,2,orig_rule_00082
v40c_00082,7,frame_00120,data/images/frame_00120.npy,TRAIN,2,orig_rule_00082
v40c_00083,1,frame_00121,data/images/frame_00121.npy,TRAIN,2,orig_singleton_frame_00121
v40c_00084,1,frame_00122,data/images/frame_00122.npy,TRAIN,2,orig_singleton_frame_00122
v40c_00085,1,frame_00123,data/images/frame_00123.npy,TRAIN,2,orig_singleton_frame_00123
v40c_00086,1,frame_00124,data/images/frame_00124.npy,TRAIN,2,orig_singleton_frame_00124
v40c_00087,1,frame_00125,data/images/frame_00125.npy,TRAIN,2,orig_rule_00087
v40c_00087,2,frame_00126,data/images/frame_00126.npy,TRAIN,3,orig_rule_00087
v40c_00088,1,frame_00127,data/images/frame_00127.npy,TRAIN,2,orig_rule_00088
v40c_00088,2,frame_00128,data/images/frame_00128.npy,TRAIN,2,orig_rule_00088
v40c_00089,1,frame_00129,data/images/frame_00129.npy,TRAIN,2,orig_singleton_frame_00129
v40c_00090,1,frame_00130,data/images/frame_00130.npy,TRAIN,3,orig_rule_00090
v40c_00090,2,frame_00131,data/images/frame_00131.npy,TRAIN,2,orig_rule_00090
v40c_00091,1,frame_00132,data/images/frame_00132.npy,TRAIN,4,orig_rule_00091
v40c_00091,2,frame_00133,data/images/frame_00133.npy,TRAIN,4,orig_rule_00091
v40c_00092,1,frame_00134,data/images/frame_00134.npy,TRAIN,4,orig_singleton_frame_00134
v40c_00093,1,frame_00135,data/images/frame_00135.npy,TRAIN,4,orig_singleton_frame_00135
v40c_00094,1,frame_00136,data/images/frame_00136.npy,TRAIN,4,orig_singleton_frame_00136
v40c_00095,1,frame_00137,data/images/frame_00137.npy,TRAIN,4,orig_singleton_frame_00137
v40c_00096,1,frame_00138,data/images/frame_00138.npy,TRAIN,4,orig_singleton_frame_00138
v40c_00097,1,frame_00139,data/images/frame_00139.npy,TRAIN,4,orig_singleton_frame_00139
v40c_00098,1,frame_00140,data/images/frame_00140.npy,TRAIN,4,orig_rule_00098
v40c_00098,2,frame_00141,data/images/frame_00141.npy,TRAIN,4,orig_rule_00098
v40c_00099,1,frame_00142,data/images/frame_00142.npy,TRAIN,4,orig_singleton_frame_00142
v40c_00100,1,frame_00143,data/images/frame_00143.npy,TRAIN,4,orig_rule_00100
v40c_00100,2,frame_00144,data/images/frame_00144.npy,TRAIN,3,orig_rule_00100
v40c_00101,1,frame_00145,data/images/frame_00145.npy,TRAIN,3,orig_singleton_frame_00145
v40c_00102,1,frame_00146,data/images/frame_00146.npy,TRAIN,3,orig_rule_00102
v40c_00102,2,frame_00147,data/images/frame_00147.npy,TRAIN,3,orig_rule_00102
v40c_00102,3,frame_00148,data/images/frame_00148.npy,TRAIN,3,orig_rule_00102
v40c_00103,1,frame_00149,data/images/frame_00149.npy,TRAIN,3,orig_singleton_frame_00149
v40c_00104,1,frame_00150,data/images/frame_00150.npy,TRAIN,3,orig_singleton_frame_00150
v40c_00105,1,frame_00151,data/images/frame_00151.npy,TRAIN,3,orig_singleton_frame_00151
v40c_00106,1,frame_00152,data/images/frame_00152.npy,TRAIN,3,orig_singleton_frame_00152
v40c_00107,1,frame_00153,data/images/frame_00153.npy,TRAIN,4,orig_singleton_frame_00153
v40c_00108,1,frame_00154,data/images/frame_00154.npy,TRAIN,4,orig_singleton_frame_00154
v40c_00109,1,frame_00155,data/images/frame_00155.npy,TRAIN,4,orig_singleton_frame_00155
v40c_00110,1,frame_00156,data/images/frame_00156.npy,TRAIN,4,orig_singleton_frame_00156
v40c_00111,1,frame_00157,data/images/frame_00157.npy,TRAIN,4,orig_singleton_frame_00157
v40c_00112,1,frame_00158,data/images/frame_00158.npy,TRAIN,4,orig_rule_00112
v40c_00112,2,frame_00159,data/images/frame_00159.npy,TRAIN,4,orig_rule_00112
v40c_00113,1,frame_00160,data/images/frame_00160.npy,TRAIN,4,orig_rule_00113
v40c_00113,2,frame_00161,data/images/frame_00161.npy,TRAIN,4,orig_rule_00113
v40c_00113,3,frame_00163,data/images/frame_00163.npy,TRAIN,4,orig_rule_00113
v40c_00114,1,frame_00162,data/images/frame_00162.npy,TRAIN,4,orig_singleton_frame_00162
v40c_00115,1,frame_00164,data/images/frame_00164.npy,TRAIN,4,orig_singleton_frame_00164
v40c_00116,1,frame_00165,data/images/frame_00165.npy,TRAIN,4,orig_singleton_frame_00165
v40c_00117,1,frame_00166,data/images/frame_00166.npy,TRAIN,4,orig_singleton_frame_00166
v40c_00118,1,frame_00167,data/images/frame_00167.npy,TRAIN,3,orig_singleton_frame_00167
v40c_00119,1,frame_00168,data/images/frame_00168.npy,TRAIN,3,orig_singleton_frame_00168
v40c_00120,1,frame_00169,data/images/frame_00169.npy,TRAIN,3,orig_singleton_frame_00169
v40c_00121,1,frame_00170,data/images/frame_00170.npy,TRAIN,3,orig_rule_00121
v40c_00121,2,frame_00171,data/images/frame_00171.npy,TRAIN,3,orig_rule_00121
v40c_00122,1,frame_00172,data/images/frame_00172.npy,TRAIN,3,orig_rule_00122
v40c_00122,2,frame_00174,data/images/frame_00174.npy,TRAIN,3,orig_rule_00122
v40c_00123,1,frame_00173,data/images/frame_00173.npy,TRAIN,3,orig_rule_00123
v40c_00123,2,frame_00175,data/images/frame_00175.npy,TRAIN,3,orig_rule_00123
v40c_00124,1,frame_00192,data/images/frame_00192.npy,VALIDATION,3,orig_singleton_frame_00192
v40c_00125,1,frame_00193,data/images/frame_00193.npy,VALIDATION,2,orig_singleton_frame_00193
v40c_00126,1,frame_00194,data/images/frame_00194.npy,VALIDATION,2,orig_singleton_frame_00194
v40c_00127,1,frame_00195,data/images/frame_00195.npy,VALIDATION,3,orig_singleton_frame_00195
v40c_00128,1,frame_00196,data/images/frame_00196.npy,VALIDATION,3,orig_rule_00128
v40c_00128,2,frame_00197,data/images/frame_00197.npy,VALIDATION,3,orig_rule_00128
v40c_00129,1,frame_00198,data/images/frame_00198.npy,VALIDATION,3,orig_singleton_frame_00198
v40c_00130,1,frame_00199,data/images/frame_00199.npy,VALIDATION,3,orig_singleton_frame_00199
v40c_00131,1,frame_00200,data/images/frame_00200.npy,VALIDATION,2,orig_singleton_frame_00200
v40c_00132,1,frame_00201,data/images/frame_00201.npy,VALIDATION,2,orig_singleton_frame_00201
v40c_00133,1,frame_00202,data/images/frame_00202.npy,VALIDATION,2,orig_singleton_frame_00202
v40c_00134,1,frame_00203,data/images/frame_00203.npy,VALIDATION,2,orig_singleton_frame_00203
v40c_00135,1,frame_00204,data/images/frame_00204.npy,VALIDATION,2,orig_singleton_frame_00204
v40c_00136,1,frame_00205,data/images/frame_00205.npy,VALIDATION,2,orig_singleton_frame_00205
v40c_00137,1,frame_00206,data/images/frame_00206.npy,VALIDATION,2,orig_singleton_frame_00206
v40c_00138,1,frame_00207,data/images/frame_00207.npy,VALIDATION,2,orig_singleton_frame_00207
v40c_00139,1,frame_00208,data/images/frame_00208.npy,VALIDATION,2,orig_singleton_frame_00208
v40c_00140,1,frame_00209,data/images/frame_00209.npy,VALIDATION,2,orig_rule_00140
v40c_00140,2,frame_00210,data/images/frame_00210.npy,VALIDATION,2,orig_rule_00140
v40c_00141,1,frame_00211,data/images/frame_00211.npy,VALIDATION,1,orig_singleton_frame_00211
v40c_00142,1,frame_00212,data/images/frame_00212.npy,VALIDATION,0,orig_singleton_frame_00212
v40c_00143,1,frame_00213,data/images/frame_00213.npy,VALIDATION,0,orig_singleton_frame_00213
v40c_00144,1,frame_00214,data/images/frame_00214.npy,VALIDATION,0,orig_singleton_frame_00214
v40c_00145,1,frame_00215,data/images/frame_00215.npy,VALIDATION,1,orig_rule_00145
v40c_00145,2,frame_00217,data/images/frame_00217.npy,VALIDATION,0,orig_rule_00145
v40c_00146,1,frame_00216,data/images/frame_00216.npy,VALIDATION,1,orig_singleton_frame_00216
v40c_00147,1,frame_00218,data/images/frame_00218.npy,VALIDATION,0,orig_singleton_frame_00218
v40c_00148,1,frame_00219,data/images/frame_00219.npy,VALIDATION,1,orig_singleton_frame_00219
v40c_00149,1,frame_00220,data/images/frame_00220.npy,VALIDATION,1,orig_singleton_frame_00220
v40c_00150,1,frame_00221,data/images/frame_00221.npy,VALIDATION,1,orig_singleton_frame_00221
v40c_00151,1,frame_00222,data/images/frame_00222.npy,VALIDATION,1,orig_singleton_frame_00222
v40c_00152,1,frame_00223,data/images/frame_00223.npy,VALIDATION,1,orig_singleton_frame_00223
v40c_00153,1,frame_00224,data/images/frame_00224.npy,VALIDATION,1,orig_singleton_frame_00224
v40c_00154,1,frame_00225,data/images/frame_00225.npy,VALIDATION,1,orig_singleton_frame_00225
v40c_00155,1,frame_00226,data/images/frame_00226.npy,VALIDATION,1,orig_singleton_frame_00226
v40c_00156,1,frame_00227,data/images/frame_00227.npy,VALIDATION,1,orig_singleton_frame_00227
v40c_00157,1,frame_00228,data/images/frame_00228.npy,VALIDATION,1,orig_rule_00157
v40c_00157,2,frame_00229,data/images/frame_00229.npy,VALIDATION,1,orig_rule_00157
v40c_00157,3,frame_00230,data/images/frame_00230.npy,VALIDATION,1,orig_rule_00157
v40c_00157,4,frame_00231,data/images/frame_00231.npy,VALIDATION,1,orig_rule_00157
v40c_00157,5,frame_00232,data/images/frame_00232.npy,VALIDATION,1,orig_rule_00157
v40c_00158,1,frame_00233,data/images/frame_00233.npy,VALIDATION,1,orig_singleton_frame_00233
v40c_00159,1,frame_00234,data/images/frame_00234.npy,VALIDATION,1,orig_singleton_frame_00234
v40c_00160,1,frame_00235,data/images/frame_00235.npy,VALIDATION,1,orig_singleton_frame_00235
v40c_00161,1,frame_00236,data/images/frame_00236.npy,VALIDATION,1,orig_singleton_frame_00236
v40c_00162,1,frame_00237,data/images/frame_00237.npy,VALIDATION,2,orig_singleton_frame_00237
v40c_00163,1,frame_00238,data/images/frame_00238.npy,VALIDATION,1,orig_singleton_frame_00238
v40c_00164,1,frame_00239,data/images/frame_00239.npy,VALIDATION,1,orig_rule_00164
v40c_00164,2,frame_00240,data/images/frame_00240.npy,VALIDATION,1,orig_rule_00164
v40c_00164,3,frame_00241,data/images/frame_00241.npy,VALIDATION,1,orig_rule_00164
v40c_00164,4,frame_00242,data/images/frame_00242.npy,VALIDATION,1,orig_rule_00164
v40c_00164,5,frame_00244,data/images/frame_00244.npy,VALIDATION,1,orig_rule_00164
v40c_00165,1,frame_00243,data/images/frame_00243.npy,VALIDATION,1,orig_singleton_frame_00243
v40c_00166,1,frame_00245,data/images/frame_00245.npy,VALIDATION,1,orig_singleton_frame_00245
v40c_00167,1,frame_00246,data/images/frame_00246.npy,VALIDATION,1,orig_singleton_frame_00246
v40c_00168,1,frame_00247,data/images/frame_00247.npy,VALIDATION,1,orig_singleton_frame_00247
v40c_00169,1,frame_00248,data/images/frame_00248.npy,VALIDATION,1,orig_singleton_frame_00248
v40c_00170,1,frame_00249,data/images/frame_00249.npy,VALIDATION,1,orig_singleton_frame_00249
v40c_00171,1,frame_00250,data/images/frame_00250.npy,VALIDATION,1,orig_singleton_frame_00250
v40c_00172,1,frame_00251,data/images/frame_00251.npy,VALIDATION,1,orig_singleton_frame_00251
v40c_00173,1,frame_00252,data/images/frame_00252.npy,VALIDATION,1,orig_singleton_frame_00252
v40c_00174,1,frame_00253,data/images/frame_00253.npy,VALIDATION,1,orig_rule_00174
v40c_00174,2,frame_00254,data/images/frame_00254.npy,VALIDATION,0,orig_rule_00174
v40c_00175,1,frame_00255,data/images/frame_00255.npy,VALIDATION,0,orig_singleton_frame_00255
v40c_00176,1,frame_00272,data/images/frame_00272.npy,TRAIN,0,orig_singleton_frame_00272
v40c_00177,1,frame_00273,data/images/frame_00273.npy,TRAIN,0,orig_singleton_frame_00273
v40c_00178,1,frame_00274,data/images/frame_00274.npy,TRAIN,0,orig_singleton_frame_00274
v40c_00179,1,frame_00275,data/images/frame_00275.npy,TRAIN,1,orig_singleton_frame_00275
v40c_00180,1,frame_00276,data/images/frame_00276.npy,TRAIN,0,orig_singleton_frame_00276
v40c_00181,1,frame_00277,data/images/frame_00277.npy,TRAIN,1,orig_singleton_frame_00277
v40c_00182,1,frame_00278,data/images/frame_00278.npy,TRAIN,2,orig_singleton_frame_00278
v40c_00183,1,frame_00279,data/images/frame_00279.npy,TRAIN,2,orig_singleton_frame_00279
v40c_00184,1,frame_00280,data/images/frame_00280.npy,TRAIN,4,orig_singleton_frame_00280
v40c_00185,1,frame_00281,data/images/frame_00281.npy,TRAIN,7,orig_singleton_frame_00281
v40c_00186,1,frame_00282,data/images/frame_00282.npy,TRAIN,7,orig_singleton_frame_00282
v40c_00187,1,frame_00283,data/images/frame_00283.npy,TRAIN,3,orig_singleton_frame_00283
v40c_00188,1,frame_00284,data/images/frame_00284.npy,TRAIN,2,orig_singleton_frame_00284
v40c_00189,1,frame_00285,data/images/frame_00285.npy,TRAIN,2,orig_singleton_frame_00285
v40c_00190,1,frame_00286,data/images/frame_00286.npy,TRAIN,2,orig_singleton_frame_00286
v40c_00191,1,frame_00287,data/images/frame_00287.npy,TRAIN,0,orig_singleton_frame_00287
v40c_00192,1,frame_00288,data/images/frame_00288.npy,TRAIN,1,orig_singleton_frame_00288
v40c_00193,1,frame_00289,data/images/frame_00289.npy,TRAIN,1,orig_singleton_frame_00289
v40c_00194,1,frame_00290,data/images/frame_00290.npy,TRAIN,1,orig_singleton_frame_00290
v40c_00195,1,frame_00291,data/images/frame_00291.npy,TRAIN,1,orig_singleton_frame_00291
v40c_00196,1,frame_00292,data/images/frame_00292.npy,TRAIN,0,orig_singleton_frame_00292
v40c_00197,1,frame_00293,data/images/frame_00293.npy,TRAIN,0,orig_singleton_frame_00293
v40c_00198,1,frame_00294,data/images/frame_00294.npy,TRAIN,0,orig_singleton_frame_00294
v40c_00199,1,frame_00295,data/images/frame_00295.npy,TRAIN,0,orig_singleton_frame_00295
v40c_00200,1,frame_00296,data/images/frame_00296.npy,TRAIN,0,orig_rule_00200
v40c_00200,2,frame_00297,data/images/frame_00297.npy,TRAIN,0,orig_rule_00200
v40c_00201,1,frame_00298,data/images/frame_00298.npy,TRAIN,1,orig_singleton_frame_00298
v40c_00202,1,frame_00299,data/images/frame_00299.npy,TRAIN,0,orig_singleton_frame_00299
v40c_00203,1,frame_00300,data/images/frame_00300.npy,TRAIN,0,orig_singleton_frame_00300
v40c_00204,1,frame_00301,data/images/frame_00301.npy,TRAIN,1,orig_singleton_frame_00301
v40c_00205,1,frame_00302,data/images/frame_00302.npy,TRAIN,1,orig_rule_00205
v40c_00205,2,frame_00303,data/images/frame_00303.npy,TRAIN,0,orig_rule_00205
v40c_00206,1,frame_00304,data/images/frame_00304.npy,TRAIN,1,orig_rule_00206
v40c_00206,2,frame_00305,data/images/frame_00305.npy,TRAIN,1,orig_rule_00206
v40c_00207,1,frame_00306,data/images/frame_00306.npy,TRAIN,0,orig_singleton_frame_00306
v40c_00208,1,frame_00307,data/images/frame_00307.npy,TRAIN,0,orig_singleton_frame_00307
v40c_00209,1,frame_00308,data/images/frame_00308.npy,TRAIN,0,orig_rule_00209
v40c_00209,2,frame_00309,data/images/frame_00309.npy,TRAIN,0,orig_rule_00209
v40c_00210,1,frame_00310,data/images/frame_00310.npy,TRAIN,0,orig_rule_00210
v40c_00210,2,frame_00311,data/images/frame_00311.npy,TRAIN,0,orig_rule_00210
v40c_00210,3,frame_00312,data/images/frame_00312.npy,TRAIN,0,orig_rule_00210
v40c_00211,1,frame_00313,data/images/frame_00313.npy,TRAIN,0,orig_singleton_frame_00313
v40c_00212,1,frame_00314,data/images/frame_00314.npy,TRAIN,1,orig_singleton_frame_00314
v40c_00213,1,frame_00315,data/images/frame_00315.npy,TRAIN,1,orig_singleton_frame_00315
v40c_00214,1,frame_00316,data/images/frame_00316.npy,TRAIN,1,orig_singleton_frame_00316
v40c_00215,1,frame_00317,data/images/frame_00317.npy,TRAIN,1,orig_singleton_frame_00317
v40c_00216,1,frame_00318,data/images/frame_00318.npy,TRAIN,1,orig_singleton_frame_00318
v40c_00217,1,frame_00319,data/images/frame_00319.npy,TRAIN,1,orig_singleton_frame_00319
v40c_00218,1,frame_00320,data/images/frame_00320.npy,TRAIN,1,orig_singleton_frame_00320
v40c_00219,1,frame_00321,data/images/frame_00321.npy,TRAIN,1,orig_singleton_frame_00321
v40c_00220,1,frame_00322,data/images/frame_00322.npy,TRAIN,1,orig_singleton_frame_00322
v40c_00221,1,frame_00323,data/images/frame_00323.npy,TRAIN,0,orig_singleton_frame_00323
