sequence	frame_index	rgb	ir	event	gt_rgb	gt_ir	rgb_annotation_rows	ir_annotation_rows	annotation_state
0007	301	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0301.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	321	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0321.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	341	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0341.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	361	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0361.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	381	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0381.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	401	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0401.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	421	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0421.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	441	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0441.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	461	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0461.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	481	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0481.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	501	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0501.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	521	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0521.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	541	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0541.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	561	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0561.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	581	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0581.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	601	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0601.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	621	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0621.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	641	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0641.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	661	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0661.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	681	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0681.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	701	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0701.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	721	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0721.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	741	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0741.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	761	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0761.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	781	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0781.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	801	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0801.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	821	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0821.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	841	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0841.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	861	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0861.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	881	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0881.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	901	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0901.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	921	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0921.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	941	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0941.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	961	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0961.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	981	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\0981.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1001	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1001.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	1021	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1021.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1041	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1041.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1061	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1061.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1081	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1081.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1101	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1101.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
0007	1121	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1121.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1141	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1141.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1161	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1161.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1181	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1181.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	0	0	UNLABELED_OR_EMPTY_UNRESOLVED
0007	1201	E:\MM-UAV_extracted\MMMUAV\train\0007\rgb_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\ir_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\event_frame\1201.jpg	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_rgb\gt.txt	E:\MM-UAV_extracted\MMMUAV\train\0007\gt_ir\gt.txt	3	3	SOURCE_GT_ROW_PRESENT
